pixelx,pixely,pixelz,robotx,roboty,robotz
         407,         113,         539,           0.503801,           0.040366,           0.055039
         407,         135,         538,           0.523830,           0.040385,           0.055070
         407,         158,         539,           0.543810,           0.040387,           0.055030
         408,         181,         537,           0.563823,           0.040371,           0.055077
         408,         204,         536,           0.583772,           0.040393,           0.055005
         409,         227,         536,           0.603791,           0.040370,           0.055011
         409,         250,         535,           0.623830,           0.040401,           0.055099
         410,         272,         536,           0.643789,           0.040414,           0.055058
         410,         296,         535,           0.663819,           0.040414,           0.055076
         410,         319,         536,           0.683791,           0.040366,           0.055062
         411,         342,         535,           0.703804,           0.040454,           0.055043
         411,         365,         534,           0.723821,           0.040408,           0.055032
         412,         389,         531,           0.743804,           0.040407,           0.055000
         413,         412,         531,           0.763807,           0.040400,           0.055033
         436,         412,         531,           0.763786,           0.060249,           0.055024
         435,         389,         530,           0.743784,           0.060190,           0.054937
         435,         365,         533,           0.723783,           0.060261,           0.054910
         434,         342,         534,           0.703782,           0.060221,           0.054885
         433,         318,         535,           0.683798,           0.060251,           0.054895
         433,         295,         536,           0.663780,           0.060290,           0.054887
         433,         272,         536,           0.643766,           0.060261,           0.054868
         432,         249,         536,           0.623777,           0.060270,           0.054887
         432,         226,         537,           0.603797,           0.060300,           0.054938
         431,         204,         539,           0.583810,           0.060270,           0.054949
         431,         181,         537,           0.563785,           0.060288,           0.054929
         430,         158,         538,           0.543771,           0.060257,           0.054886
         429,         135,         539,           0.523763,           0.060299,           0.054886
         429,         112,         540,           0.503798,           0.060274,           0.054906
         429,          90,         540,           0.483768,           0.060274,           0.054873
         429,          67,         539,           0.463785,           0.060322,           0.054915
         428,          44,         540,           0.443827,           0.060318,           0.054979
         428,          21,         541,           0.423795,           0.060311,           0.054928
         451,          21,         540,           0.423818,           0.080354,           0.055074
         452,          43,         541,           0.443788,           0.080340,           0.055020
         452,          66,         540,           0.463824,           0.080376,           0.055081
         452,          89,         540,           0.483794,           0.080348,           0.055022
         452,         112,         538,           0.503819,           0.080367,           0.055035
         452,         135,         540,           0.523804,           0.080326,           0.055017
         453,         158,         538,           0.543786,           0.080355,           0.055020
         453,         180,         538,           0.563806,           0.080349,           0.055028
         454,         203,         536,           0.583794,           0.080384,           0.054982
         455,         226,         538,           0.603804,           0.080405,           0.055020
         455,         249,         538,           0.623778,           0.080366,           0.054965
         456,         272,         535,           0.643772,           0.080394,           0.054990
         456,         295,         536,           0.663793,           0.080431,           0.055036
         457,         318,         534,           0.683802,           0.080399,           0.055055
         458,         342,         535,           0.703793,           0.080423,           0.054970
         458,         365,         531,           0.723846,           0.080383,           0.055083
         459,         389,         531,           0.743786,           0.080388,           0.054965
         460,         412,         530,           0.763788,           0.080427,           0.055002
         483,         412,         528,           0.763784,           0.100221,           0.055015
         482,         388,         530,           0.743795,           0.100221,           0.054950
         482,         365,         532,           0.723792,           0.100266,           0.054940
         481,         342,         533,           0.703796,           0.100266,           0.054908
         480,         318,         533,           0.683801,           0.100222,           0.054918
         479,         295,         535,           0.663813,           0.100262,           0.054910
         479,         272,         537,           0.643810,           0.100275,           0.054957
         478,         249,         537,           0.623788,           0.100293,           0.054909
         477,         226,         538,           0.603795,           0.100285,           0.054927
         477,         203,         538,           0.583775,           0.100280,           0.054858
         476,         180,         538,           0.563805,           0.100325,           0.054941
         476,         157,         539,           0.543822,           0.100285,           0.054922
         475,         134,         539,           0.523796,           0.100295,           0.054937
         475,         111,         538,           0.503796,           0.100316,           0.054918
         475,          89,         540,           0.483786,           0.100288,           0.054899
         475,          66,         538,           0.463783,           0.100309,           0.054891
         475,          43,         539,           0.443808,           0.100314,           0.054945
         474,          20,         541,           0.423793,           0.100325,           0.054925
         497,          20,         542,           0.423816,           0.120358,           0.055037
         498,          42,         540,           0.443794,           0.120314,           0.055016
         498,          65,         539,           0.463793,           0.120321,           0.055005
         499,          88,         538,           0.483802,           0.120328,           0.055008
         499,         111,         539,           0.503805,           0.120362,           0.055045
         499,         134,         538,           0.523780,           0.120374,           0.055014
         499,         157,         539,           0.543795,           0.120346,           0.055047
         500,         179,         536,           0.563803,           0.120379,           0.055019
         500,         203,         536,           0.583783,           0.120398,           0.054994
         500,         226,         537,           0.603784,           0.120363,           0.054984
         501,         249,         536,           0.623786,           0.120338,           0.054980
         502,         272,         536,           0.643790,           0.120363,           0.055018
         502,         295,         535,           0.663769,           0.120384,           0.054981
         503,         318,         534,           0.683802,           0.120373,           0.055015
         504,         342,         531,           0.703791,           0.120387,           0.054994
         505,         365,         531,           0.723794,           0.120373,           0.055001
         506,         388,         529,           0.743777,           0.120425,           0.055002
         506,         412,         530,           0.763782,           0.120394,           0.054963
         530,         412,         530,           0.763773,           0.140339,           0.055019
         529,         388,         530,           0.743791,           0.140244,           0.054900
         528,         365,         530,           0.723776,           0.140214,           0.054891
         527,         342,         531,           0.703785,           0.140213,           0.054884
         526,         318,         531,           0.683793,           0.140246,           0.054921
         526,         295,         532,           0.663770,           0.140306,           0.054894
         525,         272,         534,           0.643812,           0.140292,           0.054932
         524,         249,         537,           0.623826,           0.140282,           0.054925
         524,         225,         535,           0.603802,           0.140249,           0.054901
         523,         202,         535,           0.583802,           0.140253,           0.054905
         523,         179,         537,           0.563776,           0.140283,           0.054877
         523,         156,         538,           0.543812,           0.140283,           0.054928
         522,         133,         537,           0.523817,           0.140269,           0.054952
         522,         110,         538,           0.503777,           0.140294,           0.054890
         522,          88,         538,           0.483785,           0.140305,           0.054890
         521,          65,         540,           0.463785,           0.140296,           0.054902
         521,          42,         540,           0.443761,           0.140297,           0.054912
         521,          20,         544,           0.423786,           0.140295,           0.054936
         544,          20,         543,           0.423810,           0.160339,           0.055026
         544,          42,         541,           0.443811,           0.160336,           0.055049
         544,          64,         538,           0.463808,           0.160332,           0.055027
         545,          87,         540,           0.483778,           0.160357,           0.055009
         545,         110,         538,           0.503798,           0.160335,           0.055034
         546,         133,         537,           0.523783,           0.160331,           0.054973
         546,         156,         536,           0.543783,           0.160316,           0.054957
         547,         179,         535,           0.563804,           0.160331,           0.054996
         547,         202,         535,           0.583794,           0.160383,           0.055033
         547,         225,         533,           0.603793,           0.160359,           0.055060
         548,         248,         532,           0.623787,           0.160407,           0.055062
         549,         272,         534,           0.643780,           0.160382,           0.055045
         549,         295,         531,           0.663779,           0.160356,           0.055027
         550,         318,         531,           0.683787,           0.160420,           0.055059
         551,         341,         530,           0.703767,           0.160417,           0.055000
         551,         365,         530,           0.723810,           0.160381,           0.055058
         552,         388,         529,           0.743771,           0.160401,           0.054973
         553,         412,         528,           0.763782,           0.160423,           0.055062
         576,         412,         527,           0.763798,           0.180250,           0.055012
         585,         418,         510,           0.763766,           0.180269,           0.074881
         585,         393,         509,           0.743829,           0.180224,           0.074946
         584,         369,         509,           0.723812,           0.180259,           0.074922
         583,         345,         511,           0.703800,           0.180257,           0.074935
         583,         321,         509,           0.683806,           0.180236,           0.074918
         583,         297,         510,           0.663791,           0.180302,           0.074968
         582,         272,         513,           0.643797,           0.180270,           0.074903
         581,         248,         513,           0.623793,           0.180232,           0.074881
         581,         224,         514,           0.603790,           0.180289,           0.074876
         580,         200,         512,           0.583797,           0.180290,           0.074961
         580,         176,         514,           0.563802,           0.180254,           0.074957
         579,         152,         515,           0.543818,           0.180282,           0.074987
         579,         128,         515,           0.523820,           0.180314,           0.074939
         578,         104,         519,           0.503795,           0.180287,           0.074887
         577,          81,         517,           0.483806,           0.180318,           0.074936
         577,          57,         519,           0.463824,           0.180298,           0.074953
         576,          34,         520,           0.443792,           0.180300,           0.074941
         553,          34,         520,           0.443790,           0.160360,           0.075002
         553,          57,         519,           0.463812,           0.160334,           0.075022
         553,          81,         520,           0.483805,           0.160388,           0.075027
         554,         105,         520,           0.503814,           0.160330,           0.075060
         554,         128,         515,           0.523795,           0.160325,           0.075032
         555,         152,         514,           0.543802,           0.160321,           0.075002
         556,         176,         514,           0.563806,           0.160349,           0.075058
         556,         200,         513,           0.583793,           0.160397,           0.075015
         556,         224,         513,           0.603810,           0.160350,           0.075052
         557,         248,         512,           0.623785,           0.160397,           0.075043
         558,         273,         511,           0.643789,           0.160406,           0.075067
         558,         297,         510,           0.663770,           0.160366,           0.075043
         559,         321,         511,           0.683786,           0.160374,           0.074986
         559,         345,         513,           0.703799,           0.160422,           0.075054
         560,         369,         509,           0.723787,           0.160386,           0.075035
         561,         394,         511,           0.743776,           0.160402,           0.074973
         562,         418,         509,           0.763802,           0.160401,           0.075078
         538,         418,         509,           0.763798,           0.140373,           0.074901
         537,         394,         508,           0.743783,           0.140265,           0.074906
         536,         369,         510,           0.723803,           0.140239,           0.074913
         535,         345,         511,           0.703806,           0.140276,           0.074897
         534,         321,         512,           0.683799,           0.140246,           0.074906
         534,         297,         512,           0.663790,           0.140288,           0.074877
         533,         273,         514,           0.643793,           0.140279,           0.074874
         532,         249,         513,           0.623787,           0.140248,           0.074895
         532,         225,         513,           0.603788,           0.140269,           0.074878
         531,         201,         516,           0.583791,           0.140241,           0.074878
         531,         177,         515,           0.563818,           0.140308,           0.074919
         531,         153,         515,           0.543814,           0.140273,           0.074907
         530,         129,         516,           0.523782,           0.140258,           0.074878
         530,         105,         517,           0.503808,           0.140277,           0.074884
         529,          81,         519,           0.483774,           0.140313,           0.074909
         529,          58,         520,           0.463806,           0.140297,           0.074912
         529,          34,         520,           0.443765,           0.140304,           0.074890
         505,          35,         521,           0.443810,           0.120353,           0.075033
         505,          58,         522,           0.463793,           0.120316,           0.074990
         505,          82,         518,           0.483781,           0.120317,           0.075007
         506,         105,         517,           0.503783,           0.120359,           0.075003
         506,         129,         516,           0.523791,           0.120376,           0.075006
         506,         153,         517,           0.543800,           0.120350,           0.075038
         507,         177,         516,           0.563814,           0.120344,           0.075038
         507,         201,         515,           0.583779,           0.120382,           0.075020
         507,         225,         517,           0.603811,           0.120397,           0.075014
         508,         249,         514,           0.623784,           0.120371,           0.074994
         509,         273,         515,           0.643781,           0.120371,           0.074987
         510,         297,         514,           0.663776,           0.120365,           0.074956
         511,         321,         512,           0.683783,           0.120406,           0.074962
         511,         345,         510,           0.703809,           0.120406,           0.075035
         512,         370,         511,           0.723802,           0.120385,           0.074988
         513,         394,         509,           0.743804,           0.120397,           0.075036
         514,         418,         507,           0.763779,           0.120384,           0.074932
         489,         418,         512,           0.763813,           0.100360,           0.074901
         488,         394,         511,           0.743823,           0.100246,           0.074942
         488,         370,         512,           0.723796,           0.100289,           0.074907
         487,         345,         512,           0.703802,           0.100261,           0.074921
         486,         321,         512,           0.683801,           0.100216,           0.074963
         486,         297,         514,           0.663803,           0.100276,           0.074906
         485,         273,         516,           0.643812,           0.100278,           0.074950
         484,         249,         515,           0.623805,           0.100316,           0.074947
         483,         225,         518,           0.603786,           0.100298,           0.074930
         483,         201,         518,           0.583797,           0.100267,           0.074935
         482,         178,         518,           0.563788,           0.100286,           0.074867
         482,         154,         516,           0.543791,           0.100302,           0.074892
         481,         130,         519,           0.523808,           0.100316,           0.074934
         481,         106,         520,           0.503784,           0.100307,           0.074876
         481,          82,         519,           0.483784,           0.100278,           0.074878
         481,          59,         520,           0.463791,           0.100326,           0.074925
         481,          35,         521,           0.443793,           0.100299,           0.074920
         457,          35,         520,           0.443818,           0.080357,           0.075061
         457,          59,         520,           0.463841,           0.080386,           0.075023
         457,          83,         521,           0.483815,           0.080370,           0.075045
         457,         106,         518,           0.503780,           0.080353,           0.075003
         457,         130,         518,           0.523800,           0.080321,           0.075012
         458,         154,         519,           0.543786,           0.080383,           0.074997
         458,         178,         519,           0.563799,           0.080338,           0.074999
         459,         202,         517,           0.583797,           0.080398,           0.075030
         460,         225,         519,           0.603801,           0.080423,           0.075042
         460,         249,         516,           0.623788,           0.080371,           0.075017
         461,         273,         515,           0.643809,           0.080399,           0.075046
         462,         297,         515,           0.663776,           0.080408,           0.075031
         462,         321,         513,           0.683817,           0.080425,           0.075071
         463,         345,         514,           0.703811,           0.080397,           0.075080
         464,         370,         513,           0.723806,           0.080374,           0.075046
         464,         394,         511,           0.743794,           0.080369,           0.074929
         465,         419,         511,           0.763782,           0.080407,           0.074944
         440,         419,         511,           0.763854,           0.060324,           0.074979
         440,         394,         513,           0.743767,           0.060216,           0.074882
         439,         370,         513,           0.723786,           0.060263,           0.074916
         439,         346,         513,           0.703778,           0.060251,           0.074919
         438,         321,         514,           0.683796,           0.060221,           0.074891
         437,         297,         514,           0.663784,           0.060223,           0.074897
         437,         273,         514,           0.643752,           0.060251,           0.074839
         436,         249,         516,           0.623790,           0.060293,           0.074914
         436,         226,         516,           0.603792,           0.060265,           0.074906
         435,         202,         519,           0.583792,           0.060266,           0.074893
         435,         178,         519,           0.563766,           0.060281,           0.074871
         434,         154,         519,           0.543796,           0.060275,           0.074925
         434,         131,         520,           0.523805,           0.060320,           0.074953
         433,         107,         520,           0.503771,           0.060298,           0.074880
         433,          83,         519,           0.483797,           0.060269,           0.074936
         433,          60,         520,           0.463790,           0.060306,           0.074904
         433,          36,         522,           0.443789,           0.060289,           0.074918
         409,          36,         520,           0.443808,           0.040382,           0.075011
         409,          60,         521,           0.463818,           0.040376,           0.075027
         410,          84,         520,           0.483804,           0.040329,           0.075063
         410,         107,         519,           0.503820,           0.040391,           0.075023
         410,         131,         519,           0.523789,           0.040353,           0.074977
         411,         155,         518,           0.543790,           0.040392,           0.075014
         411,         179,         517,           0.563804,           0.040366,           0.074992
         412,         202,         516,           0.583784,           0.040392,           0.074990
         412,         226,         515,           0.603788,           0.040357,           0.074993
         413,         250,         515,           0.623804,           0.040387,           0.074994
         413,         273,         514,           0.643798,           0.040410,           0.075048
         413,         298,         513,           0.663794,           0.040361,           0.074991
         414,         322,         514,           0.683813,           0.040348,           0.075056
         415,         346,         512,           0.703804,           0.040379,           0.075030
         415,         370,         513,           0.723822,           0.040373,           0.075032
         416,         394,         513,           0.743789,           0.040358,           0.075023
         416,         419,         512,           0.763799,           0.040417,           0.075085
         392,         419,         512,           0.763803,           0.020379,           0.074965
         391,         394,         512,           0.743797,           0.020218,           0.075007
         391,         370,         515,           0.723781,           0.020243,           0.074922
         390,         346,         513,           0.703771,           0.020222,           0.074891
         390,         322,         515,           0.683769,           0.020249,           0.074859
         389,         298,         514,           0.663774,           0.020250,           0.074867
         389,         274,         514,           0.643777,           0.020213,           0.074913
         388,         250,         513,           0.623769,           0.020238,           0.074876
         388,         226,         515,           0.603782,           0.020270,           0.074900
         388,         203,         515,           0.583782,           0.020295,           0.074902
         387,         179,         517,           0.563790,           0.020257,           0.074914
         387,         155,         519,           0.543774,           0.020251,           0.074866
         387,         131,         521,           0.523756,           0.020281,           0.074897
         386,         108,         519,           0.503791,           0.020303,           0.074955
         386,          84,         520,           0.483785,           0.020262,           0.074918
         386,          61,         521,           0.463798,           0.020294,           0.074939
         385,          37,         522,           0.443810,           0.020290,           0.074936
         362,          37,         522,           0.443794,           0.000388,           0.075006
         362,          61,         520,           0.463821,           0.000370,           0.075071
         362,          85,         523,           0.483817,           0.000365,           0.075044
         363,         108,         521,           0.503804,           0.000391,           0.075022
         363,         132,         519,           0.523816,           0.000363,           0.075046
         363,         155,         518,           0.543813,           0.000379,           0.074985
         364,         179,         518,           0.563801,           0.000379,           0.074987
         364,         203,         516,           0.583808,           0.000396,           0.075028
         364,         226,         514,           0.603776,           0.000352,           0.074975
         365,         250,         515,           0.623816,           0.000428,           0.075012
         365,         274,         515,           0.643780,           0.000351,           0.075001
         365,         298,         513,           0.663827,           0.000368,           0.075055
         366,         322,         513,           0.683819,           0.000409,           0.075036
         366,         346,         515,           0.703822,           0.000389,           0.075038
         367,         370,         513,           0.723803,           0.000377,           0.075031
         367,         395,         512,           0.743822,           0.000369,           0.075062
         368,         419,         512,           0.763810,           0.000400,           0.074979
         343,         419,         513,           0.763789,          -0.019604,           0.074975
         343,         395,         514,           0.743771,          -0.019802,           0.074917
         343,         370,         514,           0.723769,          -0.019735,           0.074899
         342,         346,         514,           0.703758,          -0.019750,           0.074884
         342,         322,         515,           0.683759,          -0.019750,           0.074820
         341,         298,         516,           0.663761,          -0.019732,           0.074861
         341,         274,         515,           0.643778,          -0.019750,           0.074893
         341,         250,         515,           0.623770,          -0.019716,           0.074881
         340,         227,         516,           0.603763,          -0.019752,           0.074899
         340,         203,         517,           0.583797,          -0.019705,           0.074932
         340,         180,         517,           0.563782,          -0.019715,           0.074914
         339,         156,         520,           0.543779,          -0.019749,           0.074870
         339,         132,         520,           0.523773,          -0.019735,           0.074900
         339,         109,         521,           0.503772,          -0.019732,           0.074911
         339,          85,         520,           0.483754,          -0.019709,           0.074892
         338,          61,         522,           0.463782,          -0.019701,           0.074933
         338,          38,         523,           0.443820,          -0.019716,           0.074951
         314,          38,         521,           0.443794,          -0.039667,           0.074997
         315,          62,         522,           0.463786,          -0.039668,           0.075005
         315,          85,         520,           0.483817,          -0.039643,           0.075023
         315,         109,         521,           0.503840,          -0.039602,           0.075026
         315,         132,         520,           0.523789,          -0.039647,           0.074969
         316,         156,         520,           0.543797,          -0.039624,           0.075019
         316,         180,         521,           0.563814,          -0.039596,           0.074988
         316,         203,         519,           0.583797,          -0.039684,           0.075009
         317,         227,         519,           0.603802,          -0.039623,           0.075010
         317,         251,         517,           0.623801,          -0.039633,           0.074986
         317,         275,         517,           0.643808,          -0.039620,           0.074991
         318,         299,         514,           0.663811,          -0.039623,           0.075005
         318,         323,         515,           0.683819,          -0.039631,           0.075068
         318,         347,         514,           0.703817,          -0.039606,           0.075028
         319,         371,         514,           0.723831,          -0.039600,           0.075029
         319,         395,         514,           0.743799,          -0.039633,           0.075067
         319,         419,         511,           0.763824,          -0.039597,           0.075055
         295,         420,         513,           0.763751,          -0.059600,           0.074954
         295,         395,         513,           0.743764,          -0.059767,           0.074923
         295,         371,         515,           0.723787,          -0.059702,           0.074991
         294,         347,         517,           0.703752,          -0.059757,           0.074885
         294,         323,         517,           0.683750,          -0.059759,           0.074854
         294,         299,         516,           0.663759,          -0.059743,           0.074900
         293,         275,         519,           0.643753,          -0.059733,           0.074855
         293,         251,         519,           0.623814,          -0.059722,           0.074929
         293,         227,         520,           0.603793,          -0.059717,           0.074904
         293,         204,         520,           0.583764,          -0.059721,           0.074895
         292,         180,         521,           0.563800,          -0.059690,           0.074936
         292,         156,         521,           0.543780,          -0.059722,           0.074884
         292,         133,         522,           0.523794,          -0.059718,           0.074897
         291,         109,         520,           0.503778,          -0.059712,           0.074895
         291,          86,         523,           0.483781,          -0.059724,           0.074933
         291,          62,         522,           0.463776,          -0.059716,           0.074918
         291,          38,         521,           0.443776,          -0.059717,           0.074922
         267,          38,         525,           0.443804,          -0.079643,           0.075024
         267,          62,         522,           0.463807,          -0.079625,           0.074982
         267,          86,         522,           0.483816,          -0.079643,           0.075007
         268,         109,         522,           0.503824,          -0.079632,           0.075010
         268,         133,         522,           0.523816,          -0.079645,           0.075014
         268,         157,         522,           0.543802,          -0.079653,           0.075001
         269,         180,         522,           0.563808,          -0.079706,           0.075033
         269,         204,         522,           0.583824,          -0.079651,           0.075040
         269,         228,         520,           0.603823,          -0.079643,           0.075050
         269,         251,         521,           0.623788,          -0.079642,           0.075011
         270,         275,         520,           0.643824,          -0.079633,           0.075071
         270,         299,         519,           0.663820,          -0.079640,           0.075021
         270,         323,         517,           0.683828,          -0.079605,           0.075057
         270,         347,         515,           0.703819,          -0.079672,           0.075102
         270,         371,         515,           0.723817,          -0.079698,           0.075051
         271,         395,         513,           0.743800,          -0.079659,           0.074971
         271,         420,         513,           0.763809,          -0.079672,           0.074970
         247,         421,         514,           0.763756,          -0.099626,           0.075015
         246,         396,         512,           0.743792,          -0.099724,           0.074963
         246,         371,         514,           0.723777,          -0.099660,           0.074863
         246,         347,         515,           0.703781,          -0.099680,           0.074922
         246,         323,         515,           0.683784,          -0.099698,           0.074993
         246,         299,         519,           0.663786,          -0.099646,           0.074920
         246,         275,         519,           0.643786,          -0.099686,           0.074944
         245,         252,         521,           0.623795,          -0.099666,           0.074956
         245,         228,         521,           0.603772,          -0.099680,           0.074917
         245,         204,         521,           0.583795,          -0.099667,           0.074929
         245,         181,         521,           0.563811,          -0.099688,           0.074920
         245,         157,         522,           0.543794,          -0.099683,           0.074905
         244,         133,         521,           0.523788,          -0.099673,           0.074910
         244,         110,         522,           0.503784,          -0.099694,           0.074894
         244,          86,         522,           0.483778,          -0.099701,           0.074888
         243,          63,         523,           0.463754,          -0.099709,           0.074907
         243,          39,         523,           0.443795,          -0.099688,           0.074958
         219,          39,         522,           0.443810,          -0.119689,           0.075040
         219,          63,         521,           0.463788,          -0.119687,           0.074990
         220,          86,         522,           0.483807,          -0.119700,           0.075054
         220,         110,         521,           0.503803,          -0.119700,           0.075068
         220,         134,         521,           0.523785,          -0.119713,           0.075039
         221,         157,         520,           0.543789,          -0.119712,           0.075032
         221,         181,         522,           0.563814,          -0.119695,           0.075081
         221,         205,         521,           0.583802,          -0.119719,           0.075012
         221,         228,         520,           0.603805,          -0.119709,           0.075053
         222,         252,         520,           0.623817,          -0.119676,           0.075039
         222,         276,         519,           0.643790,          -0.119725,           0.074996
         222,         300,         518,           0.663800,          -0.119689,           0.074982
         222,         324,         515,           0.683780,          -0.119711,           0.075017
         222,         348,         515,           0.703801,          -0.119707,           0.074969
         222,         372,         515,           0.723806,          -0.119695,           0.074969
         222,         396,         515,           0.743834,          -0.119671,           0.075046
         223,         421,         514,           0.763806,          -0.119669,           0.074988
         198,         396,         515,           0.743785,          -0.139687,           0.074956
         198,         372,         514,           0.723806,          -0.139654,           0.074921
         198,         348,         515,           0.703797,          -0.139610,           0.074888
         198,         324,         515,           0.683786,          -0.139654,           0.074941
         198,         300,         517,           0.663813,          -0.139655,           0.074914
         198,         276,         517,           0.643771,          -0.139668,           0.074886
         198,         252,         519,           0.623783,          -0.139653,           0.074882
         198,         228,         519,           0.603774,          -0.139638,           0.074904
         198,         205,         522,           0.583772,          -0.139646,           0.074907
         198,         181,         521,           0.563798,          -0.139643,           0.074927
         197,         158,         522,           0.543783,          -0.139622,           0.074870
         197,         134,         522,           0.523773,          -0.139624,           0.074859
         197,         110,         523,           0.503798,          -0.139655,           0.074900
         196,          86,         523,           0.483787,          -0.139666,           0.074899
         196,          63,         523,           0.463790,          -0.139637,           0.074913
         195,          40,         524,           0.443808,          -0.139646,           0.074959
         172,          39,         527,           0.443779,          -0.159695,           0.075008
         172,          63,         523,           0.463794,          -0.159720,           0.075030
         173,          86,         524,           0.483796,          -0.159725,           0.075067
         173,         110,         523,           0.503796,          -0.159727,           0.075040
         173,         134,         522,           0.523803,          -0.159742,           0.075075
         174,         158,         521,           0.543781,          -0.159724,           0.075035
         174,         182,         520,           0.563805,          -0.159728,           0.075079
         174,         205,         520,           0.583809,          -0.159718,           0.075062
         174,         229,         520,           0.603819,          -0.159714,           0.075067
         174,         253,         518,           0.623768,          -0.159769,           0.075064
         174,         277,         517,           0.643791,          -0.159738,           0.075037
         174,         300,         516,           0.663793,          -0.159735,           0.075050
         174,         324,         516,           0.683820,          -0.159740,           0.075065
         174,         348,         515,           0.703814,          -0.159747,           0.075046
         174,         373,         516,           0.723807,          -0.159774,           0.075077
         174,         397,         515,           0.743794,          -0.159734,           0.075089
         174,         422,         513,           0.763775,          -0.159746,           0.075011
         150,         422,         517,           0.763776,          -0.179686,           0.075080
         143,         429,         499,           0.763756,          -0.179684,           0.094911
         143,         403,         496,           0.743789,          -0.179614,           0.094942
         144,         378,         498,           0.723800,          -0.179591,           0.094917
         144,         353,         498,           0.703782,          -0.179597,           0.094911
         144,         328,         498,           0.683777,          -0.179625,           0.094880
         144,         303,         498,           0.663825,          -0.179585,           0.094951
         144,         278,         499,           0.643782,          -0.179627,           0.094888
         144,         254,         499,           0.623773,          -0.179599,           0.094888
         144,         229,         499,           0.603809,          -0.179632,           0.094975
         144,         204,         501,           0.583788,          -0.179637,           0.094881
         143,         179,         501,           0.563817,          -0.179615,           0.094918
         143,         155,         504,           0.543796,          -0.179635,           0.094876
         143,         130,         503,           0.523768,          -0.179615,           0.094859
         143,         105,         505,           0.503784,          -0.179643,           0.094884
         143,          80,         507,           0.483822,          -0.179619,           0.094935
         142,          56,         506,           0.463821,          -0.179625,           0.094913
         142,          32,         509,           0.443802,          -0.179631,           0.094938
         166,          31,         507,           0.443808,          -0.159718,           0.095030
         166,          55,         507,           0.463782,          -0.159728,           0.095008
         167,          80,         505,           0.483796,          -0.159731,           0.095020
         167,         105,         504,           0.503775,          -0.159700,           0.095031
