pixelx,pixely,pixelz,robotx,roboty,robotz
         425,          26,         440,           0.463778,           0.040361,           0.154958
         426,          53,         439,           0.483792,           0.040354,           0.155014
         426,          81,         439,           0.503814,           0.040386,           0.155031
         427,         110,         440,           0.523807,           0.040343,           0.155035
         427,         138,         438,           0.543783,           0.040384,           0.154966
         428,         166,         437,           0.563791,           0.040397,           0.155019
         428,         194,         437,           0.583805,           0.040389,           0.155057
         429,         222,         435,           0.603811,           0.040397,           0.155009
         429,         250,         435,           0.623793,           0.040402,           0.154997
         430,         278,         434,           0.643795,           0.040392,           0.155039
         430,         307,         434,           0.663789,           0.040379,           0.154941
         431,         335,         433,           0.683799,           0.040382,           0.154977
         432,         364,         433,           0.703802,           0.040399,           0.155024
         433,         393,         432,           0.723796,           0.040416,           0.155016
         433,         422,         431,           0.743799,           0.040410,           0.154941
         434,         451,         431,           0.763806,           0.040383,           0.154972
         405,         451,         430,           0.763811,           0.020398,           0.154919
         404,         422,         433,           0.743772,           0.020212,           0.154937
         404,         393,         432,           0.723797,           0.020219,           0.154844
         403,         364,         432,           0.703796,           0.020213,           0.154935
         402,         335,         433,           0.683799,           0.020256,           0.154932
         402,         307,         434,           0.663776,           0.020232,           0.154960
         401,         279,         434,           0.643759,           0.020222,           0.154833
         401,         250,         434,           0.623784,           0.020265,           0.154875
         400,         222,         434,           0.603771,           0.020289,           0.154900
         400,         194,         435,           0.583785,           0.020269,           0.154939
         399,         166,         435,           0.563786,           0.020226,           0.154937
         399,         138,         438,           0.543783,           0.020302,           0.154912
         399,         110,         439,           0.523815,           0.020306,           0.154929
         398,          82,         440,           0.503787,           0.020297,           0.154914
         398,          54,         442,           0.483788,           0.020270,           0.154910
         398,          26,         442,           0.463796,           0.020322,           0.154965
         370,          27,         442,           0.463767,           0.000338,           0.154958
         370,          54,         440,           0.483802,           0.000390,           0.154985
         370,          83,         442,           0.503806,           0.000356,           0.155036
         371,         111,         440,           0.523799,           0.000358,           0.155008
         371,         139,         438,           0.543801,           0.000378,           0.154965
         371,         166,         437,           0.563823,           0.000417,           0.155055
         372,         194,         435,           0.583820,           0.000377,           0.155057
         372,         222,         433,           0.603806,           0.000351,           0.154933
         373,         251,         434,           0.623791,           0.000415,           0.155006
         373,         279,         434,           0.643810,           0.000388,           0.155004
         373,         307,         434,           0.663782,           0.000378,           0.154998
         374,         336,         435,           0.683827,           0.000419,           0.155015
         375,         364,         433,           0.703817,           0.000425,           0.155002
         375,         393,         432,           0.723812,           0.000366,           0.154984
         376,         422,         431,           0.743794,           0.000403,           0.154997
         376,         451,         431,           0.763815,           0.000383,           0.155002
         347,         451,         433,           0.763787,          -0.019592,           0.154945
         347,         422,         432,           0.743771,          -0.019734,           0.154947
         346,         393,         433,           0.723808,          -0.019760,           0.154946
         346,         365,         434,           0.703802,          -0.019770,           0.154952
         345,         336,         435,           0.683785,          -0.019748,           0.154945
         345,         307,         436,           0.663781,          -0.019743,           0.154959
         345,         279,         435,           0.643757,          -0.019776,           0.154843
         344,         251,         435,           0.623773,          -0.019711,           0.154922
         344,         223,         437,           0.603786,          -0.019758,           0.154897
         343,         195,         438,           0.583781,          -0.019746,           0.154910
         343,         167,         437,           0.563783,          -0.019694,           0.154909
         343,         139,         439,           0.543758,          -0.019763,           0.154869
         342,         111,         441,           0.523786,          -0.019747,           0.154864
         342,          83,         440,           0.503776,          -0.019739,           0.154906
         342,          55,         442,           0.483778,          -0.019713,           0.154925
         341,          27,         441,           0.463783,          -0.019742,           0.154970
         313,          27,         440,           0.463786,          -0.039674,           0.154973
         314,          55,         441,           0.483807,          -0.039653,           0.154987
         314,          83,         441,           0.503806,          -0.039648,           0.155023
         314,         112,         440,           0.523810,          -0.039611,           0.155008
         315,         140,         439,           0.543792,          -0.039642,           0.155003
         315,         167,         440,           0.563812,          -0.039623,           0.155039
         315,         195,         437,           0.583807,          -0.039626,           0.155060
         316,         223,         438,           0.603807,          -0.039624,           0.154995
         316,         251,         437,           0.623805,          -0.039651,           0.155039
         317,         280,         436,           0.643807,          -0.039573,           0.155032
         317,         308,         436,           0.663813,          -0.039624,           0.154954
         317,         336,         435,           0.683831,          -0.039633,           0.155022
         318,         365,         434,           0.703801,          -0.039605,           0.154964
         318,         394,         432,           0.723798,          -0.039614,           0.155034
         318,         423,         432,           0.743816,          -0.039627,           0.154957
         319,         451,         432,           0.763805,          -0.039635,           0.155011
         290,         452,         431,           0.763769,          -0.059650,           0.155015
         290,         423,         432,           0.743759,          -0.059714,           0.154941
         289,         394,         434,           0.723753,          -0.059771,           0.154881
         289,         365,         434,           0.703780,          -0.059684,           0.154918
         289,         337,         435,           0.683771,          -0.059721,           0.154857
         288,         308,         437,           0.663778,          -0.059732,           0.154919
         288,         280,         437,           0.643780,          -0.059729,           0.154942
         288,         252,         437,           0.623777,          -0.059742,           0.154951
         287,         223,         438,           0.603802,          -0.059718,           0.154930
         287,         196,         440,           0.583791,          -0.059745,           0.154943
         287,         168,         440,           0.563762,          -0.059698,           0.154925
         287,         140,         441,           0.543776,          -0.059734,           0.154934
         286,         112,         441,           0.523786,          -0.059718,           0.154931
         286,          84,         442,           0.503793,          -0.059733,           0.154892
         285,          56,         442,           0.483784,          -0.059724,           0.154970
         285,          28,         443,           0.463781,          -0.059721,           0.154953
         257,          28,         441,           0.463785,          -0.079648,           0.154968
         257,          56,         441,           0.483800,          -0.079642,           0.154989
         258,          84,         442,           0.503830,          -0.079615,           0.155019
         258,         112,         441,           0.523815,          -0.079674,           0.155012
         259,         140,         440,           0.543828,          -0.079663,           0.155084
         259,         168,         441,           0.563806,          -0.079646,           0.155006
         259,         196,         440,           0.583822,          -0.079634,           0.155041
         259,         224,         438,           0.603838,          -0.079632,           0.155109
         260,         252,         438,           0.623820,          -0.079660,           0.155059
         260,         280,         437,           0.643818,          -0.079664,           0.154987
         260,         309,         436,           0.663800,          -0.079644,           0.154959
         260,         337,         435,           0.683815,          -0.079637,           0.155036
         261,         365,         434,           0.703805,          -0.079674,           0.155046
         261,         394,         433,           0.723820,          -0.079668,           0.155024
         261,         423,         433,           0.743817,          -0.079663,           0.155004
         261,         452,         433,           0.763815,          -0.079656,           0.155039
         233,         452,         433,           0.763749,          -0.099653,           0.155009
         232,         423,         433,           0.743779,          -0.099691,           0.154882
         232,         395,         434,           0.723779,          -0.099673,           0.154886
         232,         366,         434,           0.703772,          -0.099660,           0.154944
         232,         337,         435,           0.683785,          -0.099661,           0.154882
         232,         309,         436,           0.663783,          -0.099710,           0.154880
         232,         281,         438,           0.643782,          -0.099672,           0.154894
         231,         252,         437,           0.623779,          -0.099680,           0.154945
         231,         224,         439,           0.603797,          -0.099663,           0.154870
         231,         196,         438,           0.583774,          -0.099696,           0.154895
         231,         168,         440,           0.563772,          -0.099687,           0.154892
         230,         140,         439,           0.543782,          -0.099687,           0.154894
         230,         113,         442,           0.523785,          -0.099676,           0.154917
         230,          84,         441,           0.503772,          -0.099675,           0.154840
         229,          56,         442,           0.483802,          -0.099675,           0.154967
         229,          28,         443,           0.463778,          -0.099696,           0.154921
         201,          28,         444,           0.463772,          -0.119706,           0.154961
         201,          56,         443,           0.483779,          -0.119694,           0.154987
         201,          85,         442,           0.503809,          -0.119689,           0.155007
         202,         113,         440,           0.523808,          -0.119720,           0.155039
         202,         141,         439,           0.543805,          -0.119668,           0.155034
         202,         169,         438,           0.563816,          -0.119706,           0.155020
         203,         196,         438,           0.583802,          -0.119698,           0.154992
         203,         224,         437,           0.603778,          -0.119692,           0.154989
         203,         253,         437,           0.623795,          -0.119676,           0.155007
         203,         281,         437,           0.643801,          -0.119677,           0.155007
         203,         309,         435,           0.663797,          -0.119723,           0.155011
         204,         338,         435,           0.683801,          -0.119682,           0.155065
         204,         366,         435,           0.703820,          -0.119695,           0.154993
         204,         395,         434,           0.723818,          -0.119684,           0.155013
         204,         424,         435,           0.743821,          -0.119681,           0.155036
         204,         452,         433,           0.763788,          -0.119695,           0.155031
         176,         453,         435,           0.763753,          -0.139724,           0.155019
         176,         424,         436,           0.743784,          -0.139621,           0.154976
         175,         396,         435,           0.723776,          -0.139682,           0.154810
         175,         367,         436,           0.703778,          -0.139673,           0.154929
         175,         338,         436,           0.683754,          -0.139682,           0.154883
         175,         310,         436,           0.663750,          -0.139651,           0.154906
         175,         281,         437,           0.643768,          -0.139672,           0.154880
         175,         253,         437,           0.623792,          -0.139680,           0.154903
         175,         225,         438,           0.603791,          -0.139638,           0.154861
         175,         197,         438,           0.583787,          -0.139613,           0.154871
         175,         169,         439,           0.563813,          -0.139670,           0.154954
         174,         141,         440,           0.543782,          -0.139636,           0.154876
         174,         113,         441,           0.523777,          -0.139656,           0.154899
         173,          85,         443,           0.503798,          -0.139661,           0.154938
         173,          57,         444,           0.483821,          -0.139645,           0.154922
         173,          29,         444,           0.463805,          -0.139625,           0.154944
         145,          29,         447,           0.463745,          -0.159715,           0.154966
         145,          57,         443,           0.483776,          -0.159717,           0.154966
         145,          85,         444,           0.503756,          -0.159719,           0.154950
         146,         113,         443,           0.523778,          -0.159723,           0.154963
         146,         141,         440,           0.543762,          -0.159764,           0.155023
         146,         169,         440,           0.563772,          -0.159710,           0.154982
         146,         197,         439,           0.583776,          -0.159722,           0.154975
         146,         225,         439,           0.603785,          -0.159734,           0.155013
         147,         254,         438,           0.623800,          -0.159715,           0.155035
         147,         282,         438,           0.643795,          -0.159735,           0.154962
         147,         310,         438,           0.663785,          -0.159715,           0.155013
         147,         339,         437,           0.683799,          -0.159710,           0.154999
         146,         367,         436,           0.703782,          -0.159759,           0.155030
         147,         396,         436,           0.723786,          -0.159748,           0.155027
         147,         425,         437,           0.743791,          -0.159743,           0.154973
         147,         454,         435,           0.763790,          -0.159723,           0.155006
         137,          48,         423,           0.483779,          -0.159735,           0.174973
         137,          77,         423,           0.503768,          -0.159706,           0.174969
         137,         107,         424,           0.523780,          -0.159753,           0.175004
         137,         136,         422,           0.543796,          -0.159751,           0.175059
         138,         165,         421,           0.563809,          -0.159720,           0.175008
         138,         195,         421,           0.583803,          -0.159724,           0.175036
         138,         224,         420,           0.603781,          -0.159752,           0.175050
         138,         254,         418,           0.623787,          -0.159723,           0.175007
         138,         283,         419,           0.643804,          -0.159720,           0.175012
         138,         313,         417,           0.663768,          -0.159709,           0.174989
         138,         343,         418,           0.683765,          -0.159759,           0.174998
         138,         373,         417,           0.703790,          -0.159698,           0.174961
         138,         403,         415,           0.723783,          -0.159750,           0.174961
         138,         434,         415,           0.743804,          -0.159720,           0.175061
         168,         433,         416,           0.743775,          -0.139694,           0.174897
         168,         403,         416,           0.723775,          -0.139654,           0.174905
         168,         372,         416,           0.703789,          -0.139658,           0.174937
         168,         342,         416,           0.683775,          -0.139660,           0.174913
         168,         313,         416,           0.663801,          -0.139642,           0.174887
         168,         283,         416,           0.643780,          -0.139675,           0.174896
         168,         253,         417,           0.623790,          -0.139640,           0.174899
         168,         224,         417,           0.603821,          -0.139639,           0.174931
         168,         194,         419,           0.583786,          -0.139622,           0.174888
         168,         165,         420,           0.563802,          -0.139639,           0.174920
         167,         136,         420,           0.543806,          -0.139646,           0.174950
         167,         106,         421,           0.523784,          -0.139660,           0.174899
         166,          77,         421,           0.503807,          -0.139651,           0.174912
         166,          48,         425,           0.483807,          -0.139633,           0.174888
         195,          47,         421,           0.483767,          -0.119701,           0.174992
         195,          77,         421,           0.503798,          -0.119678,           0.174989
         196,         106,         421,           0.523811,          -0.119673,           0.175062
         196,         136,         420,           0.543803,          -0.119714,           0.175007
         197,         165,         419,           0.563818,          -0.119706,           0.175033
         197,         194,         417,           0.583801,          -0.119711,           0.175085
         197,         223,         416,           0.603810,          -0.119706,           0.175030
         197,         253,         416,           0.623799,          -0.119677,           0.174964
         198,         283,         415,           0.643799,          -0.119691,           0.175037
         198,         312,         415,           0.663810,          -0.119690,           0.175035
         198,         342,         415,           0.683804,          -0.119714,           0.174937
         198,         372,         416,           0.703807,          -0.119702,           0.174988
         198,         402,         415,           0.723820,          -0.119697,           0.175083
         198,         432,         416,           0.743795,          -0.119671,           0.175031
         228,         432,         414,           0.743777,          -0.099699,           0.174843
         228,         402,         415,           0.723760,          -0.099709,           0.174883
         228,         371,         413,           0.703790,          -0.099673,           0.174904
         228,         342,         415,           0.683772,          -0.099668,           0.174890
         227,         312,         415,           0.663794,          -0.099660,           0.174935
         227,         282,         416,           0.643768,          -0.099663,           0.174839
         227,         252,         416,           0.623776,          -0.099691,           0.174888
         227,         223,         417,           0.603797,          -0.099681,           0.174910
         227,         194,         419,           0.583786,          -0.099665,           0.174907
         226,         164,         419,           0.563792,          -0.099698,           0.174923
         226,         135,         420,           0.543770,          -0.099685,           0.174925
         225,         106,         421,           0.523779,          -0.099700,           0.174919
         225,          77,         420,           0.503818,          -0.099679,           0.174992
         225,          47,         423,           0.483799,          -0.099689,           0.174928
         254,          47,         422,           0.483777,          -0.079630,           0.174954
         255,          76,         421,           0.503800,          -0.079636,           0.174988
         255,         106,         420,           0.523792,          -0.079654,           0.174994
         256,         135,         419,           0.543817,          -0.079610,           0.175055
         256,         164,         420,           0.563814,          -0.079646,           0.174996
         256,         193,         419,           0.583797,          -0.079630,           0.174928
         256,         223,         419,           0.603809,          -0.079627,           0.174986
         257,         252,         418,           0.623817,          -0.079648,           0.175027
         257,         282,         417,           0.643809,          -0.079664,           0.174977
         257,         312,         416,           0.663802,          -0.079674,           0.175005
         257,         341,         414,           0.683813,          -0.079659,           0.175051
         258,         371,         414,           0.703821,          -0.079655,           0.174993
         258,         401,         414,           0.723803,          -0.079694,           0.174956
         258,         432,         413,           0.743803,          -0.079692,           0.175004
         288,         431,         412,           0.743799,          -0.059703,           0.174925
         288,         401,         413,           0.723762,          -0.059682,           0.174912
         288,         371,         414,           0.703771,          -0.059707,           0.174878
         287,         341,         415,           0.683795,          -0.059738,           0.174873
         287,         311,         416,           0.663778,          -0.059736,           0.174941
         287,         281,         417,           0.643772,          -0.059723,           0.174886
         286,         252,         418,           0.623807,          -0.059701,           0.174905
         286,         222,         418,           0.603786,          -0.059728,           0.174915
         286,         193,         421,           0.583766,          -0.059764,           0.174902
         285,         164,         419,           0.563762,          -0.059733,           0.174842
         285,         135,         421,           0.543790,          -0.059739,           0.174924
         285,         105,         421,           0.523827,          -0.059729,           0.175031
         284,          76,         419,           0.503800,          -0.059740,           0.174919
         284,          46,         421,           0.483801,          -0.059700,           0.174970
         313,          46,         420,           0.483810,          -0.039640,           0.175023
         314,          76,         421,           0.503793,          -0.039616,           0.174984
         314,         105,         420,           0.523816,          -0.039625,           0.175012
         314,         134,         420,           0.543837,          -0.039647,           0.175059
         315,         164,         420,           0.563813,          -0.039588,           0.174997
         315,         193,         417,           0.583811,          -0.039626,           0.175053
         315,         222,         417,           0.603809,          -0.039621,           0.174960
         316,         251,         416,           0.623804,          -0.039632,           0.175008
         316,         281,         416,           0.643795,          -0.039638,           0.175011
         317,         311,         416,           0.663805,          -0.039621,           0.174948
         317,         341,         415,           0.683800,          -0.039646,           0.174977
         318,         370,         414,           0.703821,          -0.039636,           0.175065
         318,         401,         412,           0.723819,          -0.039585,           0.175034
         318,         431,         411,           0.743808,          -0.039657,           0.175003
         348,         431,         412,           0.743770,          -0.019765,           0.174887
         348,         400,         413,           0.723766,          -0.019762,           0.174938
         347,         370,         415,           0.703782,          -0.019779,           0.174945
         347,         340,         414,           0.683788,          -0.019802,           0.174903
         346,         310,         415,           0.663779,          -0.019735,           0.174914
         346,         281,         415,           0.643781,          -0.019759,           0.174850
         345,         251,         415,           0.623772,          -0.019746,           0.174902
         345,         221,         416,           0.603768,          -0.019766,           0.174941
         344,         192,         417,           0.583776,          -0.019746,           0.174914
         344,         163,         417,           0.563798,          -0.019710,           0.174937
         344,         134,         419,           0.543771,          -0.019748,           0.174888
         343,         105,         420,           0.523785,          -0.019715,           0.174926
         343,          75,         421,           0.503775,          -0.019722,           0.174928
         342,          45,         420,           0.483791,          -0.019705,           0.174948
         372,          45,         421,           0.483765,           0.000325,           0.174949
         372,          74,         421,           0.503763,           0.000361,           0.174932
         373,         104,         419,           0.523797,           0.000361,           0.175001
         373,         133,         418,           0.543804,           0.000361,           0.175010
         374,         163,         417,           0.563792,           0.000358,           0.174980
         374,         192,         416,           0.583829,           0.000394,           0.175039
         375,         221,         414,           0.603794,           0.000346,           0.174990
         375,         251,         415,           0.623806,           0.000376,           0.175043
         376,         280,         415,           0.643787,           0.000375,           0.174979
         376,         310,         414,           0.663807,           0.000388,           0.175016
         377,         340,         414,           0.683815,           0.000418,           0.175017
         377,         370,         414,           0.703804,           0.000379,           0.175045
         378,         400,         412,           0.723809,           0.000396,           0.174982
         378,         431,         412,           0.743811,           0.000408,           0.174950
         408,         431,         411,           0.743802,           0.020248,           0.174900
         408,         400,         412,           0.723775,           0.020282,           0.174864
         407,         370,         413,           0.703775,           0.020258,           0.174934
         406,         340,         414,           0.683774,           0.020265,           0.174872
         406,         310,         414,           0.663785,           0.020282,           0.174929
         405,         280,         414,           0.643797,           0.020259,           0.174920
         405,         250,         413,           0.623772,           0.020247,           0.174904
         404,         221,         415,           0.603770,           0.020251,           0.174911
         404,         191,         415,           0.583799,           0.020323,           0.174939
         403,         162,         416,           0.563797,           0.020257,           0.174949
         403,         133,         419,           0.543794,           0.020259,           0.174916
         402,         104,         419,           0.523792,           0.020313,           0.174935
         402,          74,         420,           0.503796,           0.020278,           0.174954
         401,          44,         421,           0.483820,           0.020314,           0.174968
         430,          44,         419,           0.483782,           0.040299,           0.174962
         431,          73,         420,           0.503793,           0.040403,           0.175027
         432,         103,         420,           0.523790,           0.040322,           0.174948
         432,         132,         418,           0.543822,           0.040392,           0.175001
         433,         162,         417,           0.563802,           0.040387,           0.175025
         434,         191,         416,           0.583822,           0.040427,           0.175059
         434,         220,         415,           0.603791,           0.040418,           0.174960
         435,         250,         415,           0.623802,           0.040404,           0.175006
         435,         280,         414,           0.643787,           0.040423,           0.175020
         436,         310,         414,           0.663802,           0.040365,           0.174944
         437,         340,         413,           0.683812,           0.040358,           0.175001
         437,         370,         412,           0.703799,           0.040406,           0.175044
         438,         400,         412,           0.723795,           0.040382,           0.175025
         439,         430,         411,           0.743805,           0.040384,           0.175003
         469,         430,         410,           0.743791,           0.060216,           0.174888
         468,         400,         411,           0.723786,           0.060255,           0.174918
         467,         370,         412,           0.703795,           0.060267,           0.174909
         466,         339,         413,           0.683785,           0.060248,           0.174887
         466,         309,         414,           0.663812,           0.060246,           0.174942
         465,         279,         415,           0.643798,           0.060242,           0.174907
         464,         250,         416,           0.623778,           0.060277,           0.174862
         464,         220,         416,           0.603782,           0.060259,           0.174916
         463,         191,         416,           0.583781,           0.060293,           0.174934
         462,         161,         417,           0.563778,           0.060249,           0.174903
         462,         132,         418,           0.543815,           0.060317,           0.174935
         461,         103,         418,           0.523808,           0.060307,           0.174967
         460,          73,         418,           0.503809,           0.060285,           0.174967
         460,          43,         419,           0.483838,           0.060296,           0.175009
         489,          43,         419,           0.483774,           0.080367,           0.174983
         490,          72,         419,           0.503791,           0.080378,           0.175011
         491,         102,         417,           0.523811,           0.080345,           0.175018
         491,         131,         416,           0.543801,           0.080368,           0.174998
         492,         161,         417,           0.563790,           0.080360,           0.175025
         493,         190,         416,           0.583807,           0.080370,           0.175003
         493,         220,         416,           0.603767,           0.080373,           0.174977
         494,         249,         415,           0.623796,           0.080413,           0.175052
         495,         279,         415,           0.643778,           0.080403,           0.174930
         496,         309,         414,           0.663766,           0.080399,           0.174988
         497,         339,         412,           0.683804,           0.080401,           0.175035
         498,         369,         412,           0.703787,           0.080406,           0.175002
         499,         400,         411,           0.723806,           0.080397,           0.175004
         499,         430,         410,           0.743791,           0.080417,           0.175031
         529,         430,         410,           0.743792,           0.100258,           0.174805
         529,         400,         411,           0.723791,           0.100270,           0.174933
         528,         369,         411,           0.703803,           0.100288,           0.174887
         527,         339,         411,           0.683783,           0.100253,           0.174890
         526,         309,         413,           0.663793,           0.100261,           0.174883
         525,         279,         414,           0.643782,           0.100280,           0.174908
         524,         249,         415,           0.623794,           0.100273,           0.174928
         523,         219,         415,           0.603807,           0.100302,           0.174909
         522,         190,         416,           0.583798,           0.100258,           0.174907
         522,         160,         416,           0.563806,           0.100270,           0.174937
         521,         131,         417,           0.543801,           0.100279,           0.174919
         520,         102,         416,           0.523821,           0.100337,           0.174912
         520,          72,         418,           0.503833,           0.100336,           0.174993
         519,          42,         420,           0.483805,           0.100316,           0.174966
         549,          42,         418,           0.483798,           0.120332,           0.175003
         550,          71,         419,           0.503780,           0.120350,           0.174999
         551,         101,         416,           0.523803,           0.120359,           0.175050
         551,         130,         416,           0.543793,           0.120370,           0.174976
         552,         160,         414,           0.563791,           0.120374,           0.174984
         552,         189,         415,           0.583778,           0.120390,           0.175040
         553,         219,         414,           0.603795,           0.120387,           0.175006
         554,         249,         413,           0.623809,           0.120382,           0.175023
         555,         279,         412,           0.643797,           0.120377,           0.175049
         556,         309,         412,           0.663787,           0.120411,           0.175016
         557,         339,         410,           0.683786,           0.120398,           0.174917
         558,         369,         410,           0.703792,           0.120415,           0.175010
         559,         399,         410,           0.723810,           0.120427,           0.175048
         559,         429,         410,           0.743792,           0.120383,           0.174992
         589,         429,         411,           0.743803,           0.140244,           0.174936
         588,         399,         411,           0.723808,           0.140256,           0.174944
         587,         369,         411,           0.703792,           0.140248,           0.174891
         586,         339,         411,           0.683795,           0.140265,           0.174912
         586,         309,         411,           0.663802,           0.140314,           0.174931
         585,         279,         412,           0.643817,           0.140313,           0.174925
         584,         249,         412,           0.623798,           0.140265,           0.174941
         583,         219,         414,           0.603818,           0.140279,           0.174920
         583,         189,         413,           0.583787,           0.140257,           0.174881
         582,         159,         415,           0.563796,           0.140304,           0.174914
         581,         130,         416,           0.543801,           0.140290,           0.174901
         580,         100,         417,           0.523806,           0.140271,           0.174936
         580,          71,         418,           0.503822,           0.140313,           0.174997
         579,          42,         421,           0.483799,           0.140297,           0.174946
         608,          41,         421,           0.483778,           0.160384,           0.175020
         609,          71,         419,           0.503785,           0.160332,           0.174970
         610,         100,         419,           0.523787,           0.160351,           0.174953
         611,         129,         415,           0.543814,           0.160331,           0.175052
         612,         159,         415,           0.563817,           0.160373,           0.175030
         612,         189,         415,           0.583794,           0.160410,           0.175066
         613,         218,         413,           0.603770,           0.160351,           0.175003
         602,         438,         390,           0.743805,           0.140265,           0.194885
         601,         406,         390,           0.723789,           0.140300,           0.194936
         601,         375,         391,           0.703806,           0.140233,           0.194901
         600,         343,         391,           0.683804,           0.140225,           0.194873
         599,         312,         392,           0.663804,           0.140311,           0.194902
         598,         280,         392,           0.643795,           0.140280,           0.194900
         597,         249,         392,           0.623801,           0.140241,           0.194903
         597,         217,         393,           0.603817,           0.140296,           0.194953
         596,         186,         393,           0.583800,           0.140270,           0.194985
         595,         155,         395,           0.563798,           0.140308,           0.194972
         594,         124,         397,           0.543813,           0.140278,           0.194945
         593,          93,         398,           0.523801,           0.140282,           0.194949
         593,          63,         399,           0.503822,           0.140304,           0.194947
         591,          32,         401,           0.483801,           0.140347,           0.194973
         560,          32,         400,           0.483774,           0.120341,           0.194934
         561,          63,         397,           0.503782,           0.120339,           0.194970
         562,          93,         397,           0.523803,           0.120376,           0.195009
         563,         124,         396,           0.543788,           0.120343,           0.195040
         563,         155,         394,           0.563810,           0.120389,           0.195016
         564,         186,         394,           0.583804,           0.120367,           0.195038
         565,         218,         393,           0.603798,           0.120368,           0.195009
         566,         249,         393,           0.623792,           0.120372,           0.195024
         567,         281,         392,           0.643786,           0.120389,           0.195080
         568,         312,         391,           0.663795,           0.120392,           0.195047
         569,         344,         392,           0.683802,           0.120411,           0.194995
         570,         375,         390,           0.703807,           0.120385,           0.195064
         571,         407,         391,           0.723791,           0.120406,           0.194989
         571,         439,         391,           0.743789,           0.120401,           0.194981
         540,         439,         391,           0.743814,           0.100212,           0.194963
         539,         407,         391,           0.723789,           0.100258,           0.194910
         538,         376,         391,           0.703801,           0.100268,           0.194893
         537,         344,         391,           0.683803,           0.100259,           0.194979
         536,         312,         392,           0.663800,           0.100262,           0.194890
         535,         281,         393,           0.643793,           0.100292,           0.194873
         534,         249,         394,           0.623790,           0.100274,           0.194942
         533,         218,         393,           0.603789,           0.100254,           0.194875
         532,         187,         396,           0.583793,           0.100269,           0.194892
         532,         156,         396,           0.563773,           0.100312,           0.194935
         531,         125,         396,           0.543821,           0.100294,           0.194963
         530,          94,         396,           0.523820,           0.100301,           0.194973
         530,          63,         398,           0.503820,           0.100331,           0.194998
         529,          32,         400,           0.483814,           0.100308,           0.194987
         498,          32,         399,           0.483738,           0.080325,           0.194907
