a,b,c,d,e,f
         613.000000,         279.000000,         416.000000,           0.643924,           0.160919,           0.171597
         613.000000,         249.000000,         415.000000,           0.623928,           0.160840,           0.171525
         612.000000,         219.000000,         417.000000,           0.603942,           0.160795,           0.171489
         611.000000,         190.000000,         416.000000,           0.583943,           0.160733,           0.171392
         610.000000,         160.000000,         419.000000,           0.563962,           0.160720,           0.171333
         610.000000,         131.000000,         419.000000,           0.543998,           0.160703,           0.171334
         609.000000,         102.000000,         423.000000,           0.524004,           0.160646,           0.171298
         608.000000,          73.000000,         423.000000,           0.504008,           0.160642,           0.171242
         606.000000,          44.000000,         424.000000,           0.484023,           0.160605,           0.171234
         604.000000,         448.000000,         435.000000,           0.764239,           0.161031,           0.150869
         603.000000,         420.000000,         437.000000,           0.744259,           0.160917,           0.150839
         603.000000,         391.000000,         435.000000,           0.724252,           0.160872,           0.150774
         602.000000,         363.000000,         435.000000,           0.704248,           0.160776,           0.150656
         601.000000,         335.000000,         435.000000,           0.684250,           0.160671,           0.150489
         600.000000,         306.000000,         436.000000,           0.664241,           0.160578,           0.150365
         599.000000,         278.000000,         437.000000,           0.644259,           0.160536,           0.150310
         598.000000,         250.000000,         436.000000,           0.624301,           0.160466,           0.150276
         598.000000,         221.000000,         437.000000,           0.604316,           0.160388,           0.150255
         597.000000,         193.000000,         438.000000,           0.584322,           0.160323,           0.150179
         596.000000,         165.000000,         439.000000,           0.564323,           0.160262,           0.150063
         595.000000,         137.000000,         440.000000,           0.544332,           0.160226,           0.149980
         594.000000,         109.000000,         442.000000,           0.524348,           0.160174,           0.149956
         593.000000,          82.000000,         444.000000,           0.504332,           0.160117,           0.149884
         592.000000,          54.000000,         446.000000,           0.484348,           0.160058,           0.149841
         591.000000,          27.000000,         446.000000,           0.464368,           0.160019,           0.149815
         563.000000,          27.000000,         446.000000,           0.464397,           0.140075,           0.149770
         564.000000,          55.000000,         445.000000,           0.484404,           0.140102,           0.149785
         565.000000,          82.000000,         442.000000,           0.504404,           0.140128,           0.149761
         566.000000,         110.000000,         442.000000,           0.524410,           0.140144,           0.149787
         567.000000,         138.000000,         440.000000,           0.544427,           0.140169,           0.149845
         568.000000,         166.000000,         440.000000,           0.564430,           0.140198,           0.149855
         568.000000,         194.000000,         438.000000,           0.584442,           0.140228,           0.149877
         569.000000,         222.000000,         438.000000,           0.604402,           0.140255,           0.149841
         569.000000,         250.000000,         438.000000,           0.624384,           0.140316,           0.149912
         570.000000,         278.000000,         438.000000,           0.644357,           0.140360,           0.149905
         571.000000,         307.000000,         435.000000,           0.664366,           0.140451,           0.149933
         572.000000,         335.000000,         435.000000,           0.684370,           0.140522,           0.149966
         573.000000,         363.000000,         435.000000,           0.704375,           0.140609,           0.150027
         574.000000,         392.000000,         436.000000,           0.724386,           0.140636,           0.150075
         575.000000,         420.000000,         435.000000,           0.744393,           0.140722,           0.150099
         576.000000,         449.000000,         436.000000,           0.764384,           0.140793,           0.150060
         548.000000,         449.000000,         435.000000,           0.764401,           0.120837,           0.149996
         547.000000,         420.000000,         437.000000,           0.744375,           0.120755,           0.149886
         546.000000,         392.000000,         436.000000,           0.724360,           0.120626,           0.149786
         545.000000,         363.000000,         436.000000,           0.704354,           0.120526,           0.149664
         544.000000,         335.000000,         437.000000,           0.684347,           0.120417,           0.149567
         543.000000,         307.000000,         437.000000,           0.664339,           0.120332,           0.149467
         542.000000,         278.000000,         439.000000,           0.644354,           0.120289,           0.149397
         541.000000,         250.000000,         440.000000,           0.624372,           0.120251,           0.149338
         540.000000,         222.000000,         439.000000,           0.604365,           0.120218,           0.149238
         539.000000,         194.000000,         440.000000,           0.584372,           0.120142,           0.149153
         538.000000,         166.000000,         441.000000,           0.564370,           0.120051,           0.149075
         538.000000,         138.000000,         442.000000,           0.544363,           0.119990,           0.149012
         537.000000,         111.000000,         443.000000,           0.524369,           0.119951,           0.148966
         536.000000,          83.000000,         446.000000,           0.504395,           0.119892,           0.148901
         535.000000,          55.000000,         447.000000,           0.484414,           0.119861,           0.148891
         535.000000,          28.000000,         448.000000,           0.464459,           0.119847,           0.148890
         507.000000,          28.000000,         446.000000,           0.464544,           0.099870,           0.148923
         507.000000,          56.000000,         446.000000,           0.484543,           0.099889,           0.148985
         508.000000,          84.000000,         444.000000,           0.504540,           0.099927,           0.149031
         509.000000,         112.000000,         444.000000,           0.524542,           0.099977,           0.149045
         509.000000,         139.000000,         443.000000,           0.544545,           0.100005,           0.149028
         510.000000,         167.000000,         442.000000,           0.564565,           0.100067,           0.149086
         511.000000,         195.000000,         441.000000,           0.584593,           0.100095,           0.149179
         511.000000,         223.000000,         442.000000,           0.604573,           0.100151,           0.149200
         512.000000,         251.000000,         442.000000,           0.624576,           0.100214,           0.149230
         513.000000,         279.000000,         440.000000,           0.644565,           0.100264,           0.149236
         514.000000,         307.000000,         439.000000,           0.664567,           0.100342,           0.149270
         516.000000,         335.000000,         438.000000,           0.684571,           0.100410,           0.149333
         517.000000,         364.000000,         437.000000,           0.704565,           0.100472,           0.149322
         517.000000,         392.000000,         436.000000,           0.724574,           0.100548,           0.149391
         518.000000,         421.000000,         436.000000,           0.744593,           0.100598,           0.149467
         519.000000,         449.000000,         437.000000,           0.764580,           0.100620,           0.149478
         491.000000,         449.000000,         435.000000,           0.764613,           0.080650,           0.149390
         490.000000,         421.000000,         437.000000,           0.744610,           0.080541,           0.149238
         489.000000,         392.000000,         437.000000,           0.724609,           0.080459,           0.149154
         488.000000,         364.000000,         438.000000,           0.704608,           0.080393,           0.149117
         487.000000,         336.000000,         438.000000,           0.684637,           0.080275,           0.149085
         486.000000,         307.000000,         440.000000,           0.664650,           0.080203,           0.149038
         485.000000,         279.000000,         442.000000,           0.644647,           0.080133,           0.148936
         484.000000,         251.000000,         442.000000,           0.624640,           0.080054,           0.148876
         483.000000,         223.000000,         443.000000,           0.604627,           0.080005,           0.148746
         482.000000,         195.000000,         443.000000,           0.584634,           0.079931,           0.148702
         482.000000,         168.000000,         443.000000,           0.564644,           0.079875,           0.148642
         481.000000,         140.000000,         442.000000,           0.544645,           0.079816,           0.148577
         480.000000,         112.000000,         444.000000,           0.524671,           0.079782,           0.148571
         479.000000,          85.000000,         446.000000,           0.504670,           0.079757,           0.148549
         479.000000,          57.000000,         447.000000,           0.484691,           0.079718,           0.148507
         479.000000,          29.000000,         446.000000,           0.464702,           0.079671,           0.148481
         451.000000,          30.000000,         449.000000,           0.464790,           0.059698,           0.148521
         451.000000,          58.000000,         447.000000,           0.484801,           0.059730,           0.148543
         452.000000,          85.000000,         446.000000,           0.504800,           0.059756,           0.148548
         452.000000,         113.000000,         446.000000,           0.524804,           0.059782,           0.148600
         453.000000,         141.000000,         446.000000,           0.544850,           0.059818,           0.148671
         454.000000,         168.000000,         443.000000,           0.564838,           0.059862,           0.148709
         455.000000,         196.000000,         442.000000,           0.584855,           0.059941,           0.148764
         455.000000,         224.000000,         442.000000,           0.604866,           0.059979,           0.148826
         456.000000,         252.000000,         442.000000,           0.624861,           0.060032,           0.148886
         457.000000,         280.000000,         442.000000,           0.644897,           0.060083,           0.148919
         458.000000,         308.000000,         441.000000,           0.664899,           0.060139,           0.148930
         458.000000,         336.000000,         440.000000,           0.684898,           0.060166,           0.148993
         459.000000,         364.000000,         440.000000,           0.704918,           0.060245,           0.149068
         460.000000,         393.000000,         438.000000,           0.724947,           0.060316,           0.149080
         461.000000,         421.000000,         437.000000,           0.744954,           0.060386,           0.149098
         462.000000,         450.000000,         437.000000,           0.764993,           0.060446,           0.149154
         433.000000,         450.000000,         437.000000,           0.765038,           0.040461,           0.149136
         432.000000,         422.000000,         438.000000,           0.745032,           0.040356,           0.149003
         432.000000,         393.000000,         438.000000,           0.725041,           0.040282,           0.149033
         431.000000,         365.000000,         439.000000,           0.705026,           0.040175,           0.148978
         430.000000,         336.000000,         440.000000,           0.685033,           0.040104,           0.148903
         429.000000,         308.000000,         441.000000,           0.665038,           0.040050,           0.148826
         428.000000,         280.000000,         441.000000,           0.645016,           0.039974,           0.148722
         428.000000,         252.000000,         443.000000,           0.625021,           0.039903,           0.148680
         427.000000,         224.000000,         441.000000,           0.604977,           0.039829,           0.148552
         427.000000,         197.000000,         443.000000,           0.584971,           0.039759,           0.148500
         426.000000,         169.000000,         443.000000,           0.564962,           0.039687,           0.148467
         425.000000,         142.000000,         444.000000,           0.544959,           0.039627,           0.148456
         425.000000,         114.000000,         445.000000,           0.524948,           0.039584,           0.148370
         424.000000,          86.000000,         448.000000,           0.504948,           0.039566,           0.148343
         423.000000,          58.000000,         448.000000,           0.484941,           0.039520,           0.148274
         423.000000,          31.000000,         446.000000,           0.464968,           0.039496,           0.148298
         396.000000,          31.000000,         448.000000,           0.464959,           0.019483,           0.148223
         396.000000,          59.000000,         448.000000,           0.484956,           0.019528,           0.148258
         396.000000,          87.000000,         446.000000,           0.504950,           0.019557,           0.148251
         397.000000,         114.000000,         447.000000,           0.524945,           0.019584,           0.148240
         397.000000,         142.000000,         444.000000,           0.544958,           0.019639,           0.148270
         398.000000,         170.000000,         443.000000,           0.564983,           0.019694,           0.148306
         399.000000,         197.000000,         442.000000,           0.584992,           0.019750,           0.148275
         399.000000,         225.000000,         442.000000,           0.605002,           0.019848,           0.148324
         400.000000,         252.000000,         440.000000,           0.625012,           0.019907,           0.148365
         400.000000,         280.000000,         441.000000,           0.645022,           0.019964,           0.148361
         401.000000,         308.000000,         440.000000,           0.665051,           0.020009,           0.148425
         402.000000,         337.000000,         440.000000,           0.685060,           0.020079,           0.148453
         402.000000,         365.000000,         441.000000,           0.705080,           0.020149,           0.148511
         403.000000,         393.000000,         439.000000,           0.725094,           0.020224,           0.148540
         404.000000,         422.000000,         440.000000,           0.745121,           0.020256,           0.148571
         404.000000,         450.000000,         438.000000,           0.765118,           0.020358,           0.148576
         376.000000,         451.000000,         439.000000,           0.765119,           0.000359,           0.148513
         375.000000,         422.000000,         439.000000,           0.745093,           0.000208,           0.148406
         375.000000,         393.000000,         440.000000,           0.725051,           0.000145,           0.148348
         374.000000,         365.000000,         441.000000,           0.705038,           0.000018,           0.148241
         373.000000,         337.000000,         442.000000,           0.685031,          -0.000056,           0.148180
         373.000000,         309.000000,         441.000000,           0.665019,          -0.000142,           0.148090
         372.000000,         281.000000,         441.000000,           0.645008,          -0.000217,           0.148012
         371.000000,         253.000000,         441.000000,           0.624986,          -0.000272,           0.147925
         371.000000,         225.000000,         442.000000,           0.604995,          -0.000346,           0.147882
         370.000000,         197.000000,         443.000000,           0.584978,          -0.000435,           0.147780
         370.000000,         170.000000,         444.000000,           0.564935,          -0.000493,           0.147672
         369.000000,         143.000000,         446.000000,           0.544921,          -0.000573,           0.147590
         369.000000,         115.000000,         447.000000,           0.524929,          -0.000644,           0.147550
         368.000000,          88.000000,         449.000000,           0.504928,          -0.000706,           0.147476
         368.000000,          60.000000,         448.000000,           0.484956,          -0.000750,           0.147507
         368.000000,          32.000000,         449.000000,           0.464991,          -0.000789,           0.147541
         340.000000,          33.000000,         450.000000,           0.465012,          -0.020815,           0.147635
         340.000000,          60.000000,         449.000000,           0.485033,          -0.020782,           0.147633
         341.000000,          88.000000,         447.000000,           0.505030,          -0.020744,           0.147648
         341.000000,         116.000000,         449.000000,           0.525052,          -0.020672,           0.147688
         342.000000,         143.000000,         447.000000,           0.545053,          -0.020658,           0.147685
         342.000000,         171.000000,         445.000000,           0.565062,          -0.020606,           0.147712
         343.000000,         198.000000,         444.000000,           0.585099,          -0.020555,           0.147739
         343.000000,         226.000000,         443.000000,           0.605131,          -0.020516,           0.147798
         343.000000,         253.000000,         443.000000,           0.625143,          -0.020467,           0.147811
         344.000000,         281.000000,         442.000000,           0.645174,          -0.020412,           0.147882
         344.000000,         309.000000,         443.000000,           0.665205,          -0.020346,           0.147926
         345.000000,         337.000000,         441.000000,           0.685211,          -0.020273,           0.147906
         346.000000,         365.000000,         441.000000,           0.705232,          -0.020215,           0.148033
         346.000000,         394.000000,         440.000000,           0.725251,          -0.020151,           0.148068
         347.000000,         422.000000,         440.000000,           0.745277,          -0.020108,           0.148129
         347.000000,         451.000000,         440.000000,           0.765298,          -0.020076,           0.148160
         319.000000,         451.000000,         440.000000,           0.765265,          -0.040048,           0.148095
         319.000000,         422.000000,         440.000000,           0.745246,          -0.040088,           0.148029
         318.000000,         394.000000,         442.000000,           0.725209,          -0.040166,           0.147927
         318.000000,         365.000000,         442.000000,           0.705171,          -0.040239,           0.147811
         317.000000,         337.000000,         443.000000,           0.685139,          -0.040287,           0.147737
         317.000000,         309.000000,         443.000000,           0.665114,          -0.040359,           0.147628
         316.000000,         281.000000,         444.000000,           0.645088,          -0.040401,           0.147531
         316.000000,         254.000000,         444.000000,           0.625062,          -0.040487,           0.147409
         315.000000,         226.000000,         446.000000,           0.605046,          -0.040551,           0.147332
         315.000000,         198.000000,         445.000000,           0.585036,          -0.040634,           0.147256
         314.000000,         171.000000,         448.000000,           0.565019,          -0.040685,           0.147185
         314.000000,         144.000000,         448.000000,           0.544985,          -0.040748,           0.147083
         313.000000,         117.000000,         448.000000,           0.524956,          -0.040797,           0.146991
         313.000000,          89.000000,         449.000000,           0.504930,          -0.040848,           0.146920
         312.000000,          61.000000,         450.000000,           0.484908,          -0.040917,           0.146862
         312.000000,          34.000000,         448.000000,           0.464899,          -0.040965,           0.146828
         284.000000,          34.000000,         451.000000,           0.464869,          -0.060955,           0.146853
         285.000000,          62.000000,         449.000000,           0.484904,          -0.060913,           0.146907
         285.000000,          89.000000,         450.000000,           0.504938,          -0.060857,           0.146943
         286.000000,         117.000000,         449.000000,           0.524951,          -0.060821,           0.146946
         286.000000,         144.000000,         449.000000,           0.544991,          -0.060771,           0.146985
         287.000000,         171.000000,         447.000000,           0.565030,          -0.060740,           0.147045
         287.000000,         199.000000,         449.000000,           0.585023,          -0.060719,           0.147020
         288.000000,         226.000000,         448.000000,           0.605063,          -0.060650,           0.147112
         288.000000,         254.000000,         446.000000,           0.625062,          -0.060619,           0.147094
         288.000000,         282.000000,         446.000000,           0.645086,          -0.060552,           0.147089
         289.000000,         310.000000,         445.000000,           0.665103,          -0.060487,           0.147145
         289.000000,         338.000000,         443.000000,           0.685105,          -0.060441,           0.147153
         289.000000,         365.000000,         442.000000,           0.705113,          -0.060362,           0.147156
         290.000000,         394.000000,         441.000000,           0.725124,          -0.060349,           0.147114
         290.000000,         422.000000,         441.000000,           0.745152,          -0.060300,           0.147160
         262.000000,         451.000000,         441.000000,           0.765135,          -0.080206,           0.147382
         262.000000,         423.000000,         441.000000,           0.745114,          -0.080275,           0.147361
         262.000000,         394.000000,         442.000000,           0.725110,          -0.080333,           0.147294
         262.000000,         366.000000,         442.000000,           0.705104,          -0.080396,           0.147184
         261.000000,         338.000000,         443.000000,           0.685082,          -0.080448,           0.147132
         261.000000,         310.000000,         445.000000,           0.665094,          -0.080482,           0.147117
         261.000000,         282.000000,         446.000000,           0.645077,          -0.080505,           0.147030
         260.000000,         254.000000,         447.000000,           0.625062,          -0.080555,           0.146961
         260.000000,         227.000000,         448.000000,           0.605025,          -0.080570,           0.146864
         260.000000,         199.000000,         448.000000,           0.585012,          -0.080616,           0.146817
         259.000000,         172.000000,         448.000000,           0.565002,          -0.080660,           0.146783
         259.000000,         144.000000,         448.000000,           0.544963,          -0.080718,           0.146714
         258.000000,         117.000000,         449.000000,           0.524944,          -0.080771,           0.146677
         258.000000,          90.000000,         450.000000,           0.504885,          -0.080850,           0.146545
         258.000000,          62.000000,         449.000000,           0.484837,          -0.080898,           0.146476
         257.000000,          34.000000,         451.000000,           0.464858,          -0.080931,           0.146425
         229.000000,          35.000000,         451.000000,           0.464802,          -0.100958,           0.146403
         230.000000,          62.000000,         451.000000,           0.484794,          -0.100927,           0.146390
         230.000000,          90.000000,         449.000000,           0.504791,          -0.100901,           0.146429
         231.000000,         117.000000,         448.000000,           0.524814,          -0.100901,           0.146464
         231.000000,         145.000000,         448.000000,           0.544801,          -0.100891,           0.146448
         231.000000,         172.000000,         448.000000,           0.564826,          -0.100894,           0.146492
         231.000000,         199.000000,         448.000000,           0.584871,          -0.100875,           0.146554
         232.000000,         227.000000,         448.000000,           0.604909,          -0.100888,           0.146593
         232.000000,         254.000000,         446.000000,           0.624922,          -0.100882,           0.146587
         232.000000,         282.000000,         447.000000,           0.644939,          -0.100870,           0.146687
         233.000000,         310.000000,         445.000000,           0.664960,          -0.100884,           0.146752
         233.000000,         338.000000,         443.000000,           0.684984,          -0.100916,           0.146785
         233.000000,         366.000000,         442.000000,           0.704999,          -0.100933,           0.146834
         233.000000,         394.000000,         443.000000,           0.724997,          -0.100959,           0.146839
         233.000000,         423.000000,         443.000000,           0.745012,          -0.100974,           0.146926
         233.000000,         451.000000,         441.000000,           0.765015,          -0.100953,           0.146913
         205.000000,         451.000000,         443.000000,           0.764982,          -0.120874,           0.146893
         205.000000,         423.000000,         443.000000,           0.744973,          -0.120905,           0.146862
         205.000000,         395.000000,         442.000000,           0.724940,          -0.120923,           0.146811
         205.000000,         366.000000,         443.000000,           0.704922,          -0.120910,           0.146718
         205.000000,         338.000000,         443.000000,           0.684889,          -0.120900,           0.146628
         205.000000,         310.000000,         444.000000,           0.664873,          -0.120901,           0.146551
         205.000000,         282.000000,         445.000000,           0.644847,          -0.120921,           0.146468
         205.000000,         255.000000,         446.000000,           0.624844,          -0.120902,           0.146386
         204.000000,         227.000000,         446.000000,           0.604835,          -0.120894,           0.146308
         204.000000,         199.000000,         448.000000,           0.584810,          -0.120887,           0.146220
         204.000000,         172.000000,         448.000000,           0.564797,          -0.120864,           0.146182
         203.000000,         145.000000,         449.000000,           0.544786,          -0.120863,           0.146083
         203.000000,         118.000000,         448.000000,           0.524784,          -0.120850,           0.146048
         203.000000,          90.000000,         453.000000,           0.504796,          -0.120830,           0.146045
         202.000000,          63.000000,         452.000000,           0.484791,          -0.120823,           0.145999
         202.000000,          35.000000,         454.000000,           0.464786,          -0.120808,           0.146005
         175.000000,          35.000000,         453.000000,           0.464787,          -0.140882,           0.146100
         175.000000,          62.000000,         453.000000,           0.484779,          -0.140928,           0.146162
         175.000000,          90.000000,         452.000000,           0.504774,          -0.140986,           0.146224
         175.000000,         118.000000,         448.000000,           0.524770,          -0.141034,           0.146259
         175.000000,         145.000000,         448.000000,           0.544783,          -0.141026,           0.146256
         176.000000,         172.000000,         448.000000,           0.564793,          -0.141071,           0.146303
         176.000000,         200.000000,         448.000000,           0.584801,          -0.141095,           0.146349
         176.000000,         227.000000,         447.000000,           0.604820,          -0.141109,           0.146470
         177.000000,         255.000000,         447.000000,           0.624825,          -0.141175,           0.146524
         177.000000,         283.000000,         446.000000,           0.644853,          -0.141217,           0.146515
         177.000000,         311.000000,         443.000000,           0.664849,          -0.141247,           0.146497
         176.000000,         339.000000,         445.000000,           0.684846,          -0.141268,           0.146499
         176.000000,         367.000000,         444.000000,           0.704841,          -0.141292,           0.146533
         176.000000,         395.000000,         444.000000,           0.724858,          -0.141346,           0.146548
         176.000000,         423.000000,         445.000000,           0.744874,          -0.141359,           0.146557
         177.000000,         451.000000,         443.000000,           0.764885,          -0.141389,           0.146644
         149.000000,         452.000000,         443.000000,           0.764861,          -0.161384,           0.146712
         149.000000,         424.000000,         446.000000,           0.744838,          -0.161353,           0.146596
         149.000000,         395.000000,         446.000000,           0.724844,          -0.161315,           0.146542
         149.000000,         367.000000,         447.000000,           0.704826,          -0.161290,           0.146423
         149.000000,         339.000000,         445.000000,           0.684811,          -0.161253,           0.146384
         149.000000,         311.000000,         447.000000,           0.664801,          -0.161212,           0.146302
         149.000000,         283.000000,         448.000000,           0.644810,          -0.161204,           0.146283
         149.000000,         255.000000,         447.000000,           0.624811,          -0.161176,           0.146183
         149.000000,         228.000000,         449.000000,           0.604800,          -0.161136,           0.146096
         149.000000,         201.000000,         449.000000,           0.584802,          -0.161085,           0.146052
         149.000000,         173.000000,         449.000000,           0.564779,          -0.161051,           0.145957
         148.000000,         145.000000,         450.000000,           0.544792,          -0.161010,           0.145908
         148.000000,         118.000000,         453.000000,           0.524797,          -0.160959,           0.145824
         148.000000,          91.000000,         453.000000,           0.504817,          -0.160912,           0.145805
         148.000000,          63.000000,         453.000000,           0.484841,          -0.160865,           0.145784
         148.000000,          36.000000,         456.000000,           0.464862,          -0.160849,           0.145717
         121.000000,          37.000000,         453.000000,           0.464839,          -0.180838,           0.145699
         121.000000,          64.000000,         458.000000,           0.484815,          -0.180888,           0.145665
         121.000000,          91.000000,         454.000000,           0.504777,          -0.180965,           0.145715
         121.000000,         118.000000,         453.000000,           0.524763,          -0.180993,           0.145759
         121.000000,         173.000000,         452.000000,           0.564732,          -0.181148,           0.145784
         121.000000,         228.000000,         449.000000,           0.604720,          -0.181289,           0.145844
         121.000000,         256.000000,         449.000000,           0.624712,          -0.181349,           0.145890
         121.000000,         283.000000,         449.000000,           0.644712,          -0.181428,           0.145950
         121.000000,         340.000000,         450.000000,           0.684708,          -0.181573,           0.145988
         128.000000,          46.000000,         477.000000,           0.464500,          -0.182761,           0.122945
         128.000000,          72.000000,         480.000000,           0.484502,          -0.182808,           0.122993
         128.000000,          98.000000,         477.000000,           0.504507,          -0.182845,           0.123048
         128.000000,         124.000000,         479.000000,           0.524493,          -0.182933,           0.123072
         128.000000,         150.000000,         473.000000,           0.544482,          -0.182978,           0.123106
         128.000000,         176.000000,         474.000000,           0.564487,          -0.183054,           0.123196
         129.000000,         203.000000,         474.000000,           0.584494,          -0.183108,           0.123270
         129.000000,         229.000000,         472.000000,           0.604467,          -0.183193,           0.123295
         129.000000,         255.000000,         471.000000,           0.624458,          -0.183257,           0.123336
         128.000000,         282.000000,         473.000000,           0.644432,          -0.183329,           0.123355
         128.000000,         308.000000,         471.000000,           0.664438,          -0.183404,           0.123419
         128.000000,         335.000000,         470.000000,           0.684452,          -0.183493,           0.123447
         128.000000,         362.000000,         469.000000,           0.704450,          -0.183569,           0.123489
         128.000000,         388.000000,         468.000000,           0.724444,          -0.183680,           0.123510
         128.000000,         415.000000,         468.000000,           0.744443,          -0.183772,           0.123585
         127.000000,         442.000000,         467.000000,           0.764445,          -0.183831,           0.123558
         154.000000,         441.000000,         466.000000,           0.764465,          -0.163861,           0.123536
         154.000000,         414.000000,         467.000000,           0.744472,          -0.163820,           0.123449
         154.000000,         387.000000,         467.000000,           0.724470,          -0.163773,           0.123362
         154.000000,         361.000000,         469.000000,           0.704474,          -0.163729,           0.123329
         154.000000,         334.000000,         470.000000,           0.684452,          -0.163701,           0.123337
         155.000000,         308.000000,         469.000000,           0.664453,          -0.163692,           0.123331
         155.000000,         281.000000,         472.000000,           0.644446,          -0.163646,           0.123258
         155.000000,         255.000000,         472.000000,           0.624434,          -0.163612,           0.123182
         155.000000,         228.000000,         471.000000,           0.604465,          -0.163550,           0.123122
         154.000000,         202.000000,         472.000000,           0.584479,          -0.163506,           0.123033
         154.000000,         176.000000,         472.000000,           0.564457,          -0.163496,           0.122973
         154.000000,         150.000000,         472.000000,           0.544475,          -0.163430,           0.122908
         153.000000,         124.000000,         475.000000,           0.524481,          -0.163385,           0.122834
         153.000000,          98.000000,         476.000000,           0.504485,          -0.163356,           0.122776
         153.000000,          72.000000,         477.000000,           0.484496,          -0.163338,           0.122688
         153.000000,          46.000000,         477.000000,           0.464472,          -0.163297,           0.122589
         179.000000,          46.000000,         477.000000,           0.464536,          -0.143337,           0.122569
         179.000000,          72.000000,         476.000000,           0.484537,          -0.143405,           0.122625
         179.000000,          98.000000,         475.000000,           0.504529,          -0.143441,           0.122654
         179.000000,         124.000000,         473.000000,           0.524532,          -0.143510,           0.122685
         180.000000,         150.000000,         472.000000,           0.544559,          -0.143569,           0.122788
         180.000000,         176.000000,         471.000000,           0.564576,          -0.143571,           0.122851
         180.000000,         202.000000,         471.000000,           0.584582,          -0.143617,           0.122908
         181.000000,         228.000000,         472.000000,           0.604606,          -0.143657,           0.122982
         181.000000,         254.000000,         473.000000,           0.624594,          -0.143704,           0.122980
         181.000000,         281.000000,         470.000000,           0.644574,          -0.143755,           0.122992
         181.000000,         307.000000,         468.000000,           0.664566,          -0.143786,           0.123009
         180.000000,         334.000000,         468.000000,           0.684569,          -0.143817,           0.123033
         180.000000,         360.000000,         468.000000,           0.704582,          -0.143853,           0.123067
         181.000000,         387.000000,         468.000000,           0.724593,          -0.143898,           0.123078
         181.000000,         414.000000,         467.000000,           0.744600,          -0.143957,           0.123092
         181.000000,         441.000000,         466.000000,           0.764607,          -0.144021,           0.123041
         207.000000,         440.000000,         467.000000,           0.764654,          -0.124072,           0.123033
         207.000000,         413.000000,         467.000000,           0.744643,          -0.124030,           0.122947
         207.000000,         387.000000,         466.000000,           0.724640,          -0.124020,           0.122913
         207.000000,         360.000000,         469.000000,           0.704620,          -0.124055,           0.122843
         207.000000,         333.000000,         468.000000,           0.684623,          -0.124057,           0.122766
         207.000000,         307.000000,         469.000000,           0.664603,          -0.124045,           0.122692
         207.000000,         280.000000,         470.000000,           0.644591,          -0.124020,           0.122596
         206.000000,         254.000000,         472.000000,           0.624599,          -0.123998,           0.122555
         206.000000,         228.000000,         471.000000,           0.604580,          -0.124007,           0.122416
         206.000000,         202.000000,         472.000000,           0.584583,          -0.124001,           0.122331
         206.000000,         176.000000,         473.000000,           0.564570,          -0.123965,           0.122249
         205.000000,         150.000000,         473.000000,           0.544556,          -0.123988,           0.122224
         205.000000,         124.000000,         473.000000,           0.524543,          -0.123992,           0.122146
         205.000000,          98.000000,         475.000000,           0.504532,          -0.123982,           0.122085
         204.000000,          72.000000,         477.000000,           0.484494,          -0.123969,           0.121977
         204.000000,          46.000000,         476.000000,           0.464483,          -0.123980,           0.121939
         230.000000,          46.000000,         476.000000,           0.464580,          -0.103961,           0.121916
         231.000000,          72.000000,         476.000000,           0.484574,          -0.103967,           0.121907
         231.000000,          98.000000,         474.000000,           0.504576,          -0.103980,           0.121951
         231.000000,         124.000000,         473.000000,           0.524614,          -0.103957,           0.122023
         232.000000,         150.000000,         472.000000,           0.544628,          -0.103974,           0.122086
         232.000000,         176.000000,         473.000000,           0.564636,          -0.103996,           0.122107
         232.000000,         202.000000,         473.000000,           0.584649,          -0.103995,           0.122140
         232.000000,         228.000000,         473.000000,           0.604653,          -0.103997,           0.122201
         233.000000,         254.000000,         472.000000,           0.624665,          -0.104023,           0.122257
         233.000000,         280.000000,         471.000000,           0.644686,          -0.104025,           0.122332
         233.000000,         306.000000,         470.000000,           0.664671,          -0.104045,           0.122347
         233.000000,         333.000000,         469.000000,           0.684690,          -0.104063,           0.122356
         233.000000,         359.000000,         467.000000,           0.704723,          -0.104079,           0.122419
         233.000000,         386.000000,         467.000000,           0.724723,          -0.104069,           0.122483
         234.000000,         413.000000,         467.000000,           0.744734,          -0.104087,           0.122584
         234.000000,         440.000000,         466.000000,           0.764764,          -0.104097,           0.122566
         260.000000,         440.000000,         466.000000,           0.764808,          -0.084186,           0.122453
         260.000000,         412.000000,         466.000000,           0.744780,          -0.084209,           0.122306
         260.000000,         386.000000,         467.000000,           0.724750,          -0.084236,           0.122206
