a,b,c,d,e,f
         543.000000,         172.000000,         471.000000,           0.564894,           0.133459,           0.119295
         543.000000,         198.000000,         470.000000,           0.584897,           0.133503,           0.119334
         543.000000,         224.000000,         470.000000,           0.604896,           0.133534,           0.119336
         544.000000,         251.000000,         472.000000,           0.624887,           0.133579,           0.119371
         545.000000,         277.000000,         468.000000,           0.644889,           0.133646,           0.119424
         546.000000,         303.000000,         467.000000,           0.664860,           0.133709,           0.119377
         547.000000,         330.000000,         467.000000,           0.684886,           0.133760,           0.119467
         548.000000,         356.000000,         467.000000,           0.704910,           0.133839,           0.119560
         549.000000,         383.000000,         466.000000,           0.724922,           0.133932,           0.119553
         549.000000,         410.000000,         465.000000,           0.744915,           0.133992,           0.119554
         550.000000,         436.000000,         465.000000,           0.764907,           0.134084,           0.119582
         577.000000,         436.000000,         464.000000,           0.764896,           0.154024,           0.119607
         576.000000,         409.000000,         465.000000,           0.744929,           0.153910,           0.119602
         575.000000,         383.000000,         466.000000,           0.724918,           0.153853,           0.119526
         574.000000,         356.000000,         467.000000,           0.704910,           0.153774,           0.119472
         573.000000,         330.000000,         466.000000,           0.684917,           0.153669,           0.119427
         572.000000,         303.000000,         466.000000,           0.664923,           0.153630,           0.119381
         572.000000,         277.000000,         469.000000,           0.644931,           0.153545,           0.119285
         571.000000,         250.000000,         468.000000,           0.624922,           0.153506,           0.119139
         570.000000,         224.000000,         471.000000,           0.604932,           0.153430,           0.119050
         569.000000,         172.000000,         471.000000,           0.564923,           0.153323,           0.118923
         568.000000,         145.000000,         472.000000,           0.544939,           0.153231,           0.118885
         568.000000,         120.000000,         473.000000,           0.524936,           0.153193,           0.118821
         567.000000,          93.000000,         473.000000,           0.504959,           0.153127,           0.118763
         566.000000,          68.000000,         477.000000,           0.484954,           0.153080,           0.118717
         565.000000,          42.000000,         478.000000,           0.464952,           0.153035,           0.118639
         590.000000,          42.000000,         478.000000,           0.464943,           0.173005,           0.118627
         592.000000,          67.000000,         477.000000,           0.484953,           0.173050,           0.118674
         593.000000,          93.000000,         473.000000,           0.504976,           0.173093,           0.118739
         594.000000,         119.000000,         472.000000,           0.524968,           0.173113,           0.118755
         595.000000,         145.000000,         472.000000,           0.544961,           0.173149,           0.118779
         595.000000,         171.000000,         473.000000,           0.564954,           0.173164,           0.118791
         596.000000,         197.000000,         470.000000,           0.584963,           0.173231,           0.118857
         596.000000,         224.000000,         469.000000,           0.604942,           0.173274,           0.118870
         597.000000,         250.000000,         469.000000,           0.624948,           0.173305,           0.118914
         598.000000,         277.000000,         469.000000,           0.644943,           0.173388,           0.118915
         599.000000,         303.000000,         467.000000,           0.664940,           0.173446,           0.118925
         599.000000,         330.000000,         467.000000,           0.684938,           0.173482,           0.118983
         600.000000,         356.000000,         467.000000,           0.704934,           0.173499,           0.118970
         600.000000,         382.000000,         466.000000,           0.724922,           0.173582,           0.119044
         601.000000,         409.000000,         468.000000,           0.744945,           0.173639,           0.119184
         602.000000,         436.000000,         466.000000,           0.764958,           0.173707,           0.119205
         616.000000,         428.000000,         486.000000,           0.765016,           0.193686,           0.099313
         615.000000,         402.000000,         487.000000,           0.745014,           0.193604,           0.099311
         614.000000,         377.000000,         486.000000,           0.725012,           0.193510,           0.099278
         614.000000,         351.000000,         487.000000,           0.705002,           0.193451,           0.099217
         613.000000,         326.000000,         487.000000,           0.685019,           0.193344,           0.099126
         613.000000,         301.000000,         487.000000,           0.665009,           0.193269,           0.099006
         612.000000,         275.000000,         489.000000,           0.645035,           0.193227,           0.098896
         611.000000,         250.000000,         487.000000,           0.625060,           0.193157,           0.098813
         610.000000,         225.000000,         489.000000,           0.605061,           0.193106,           0.098745
         610.000000,         199.000000,         488.000000,           0.585063,           0.193057,           0.098675
         609.000000,         174.000000,         492.000000,           0.565082,           0.193018,           0.098633
         608.000000,         149.000000,         491.000000,           0.545101,           0.192962,           0.098536
         607.000000,         124.000000,         493.000000,           0.525107,           0.192906,           0.098457
         607.000000,          99.000000,         496.000000,           0.505132,           0.192847,           0.098412
         606.000000,          75.000000,         500.000000,           0.485158,           0.192779,           0.098352
         604.000000,          50.000000,         498.000000,           0.465185,           0.192712,           0.098310
         604.000000,          26.000000,         499.000000,           0.445171,           0.192646,           0.098237
         579.000000,          26.000000,         499.000000,           0.445196,           0.172662,           0.098203
         579.000000,          50.000000,         499.000000,           0.465190,           0.172697,           0.098234
         580.000000,          75.000000,         496.000000,           0.485174,           0.172729,           0.098263
         581.000000,         100.000000,         493.000000,           0.505154,           0.172758,           0.098283
         582.000000,         125.000000,         491.000000,           0.525149,           0.172766,           0.098344
         583.000000,         150.000000,         492.000000,           0.545131,           0.172801,           0.098361
         583.000000,         175.000000,         489.000000,           0.565140,           0.172802,           0.098395
         584.000000,         200.000000,         490.000000,           0.585135,           0.172839,           0.098439
         584.000000,         225.000000,         491.000000,           0.605128,           0.172893,           0.098468
         585.000000,         250.000000,         487.000000,           0.625132,           0.172929,           0.098444
         586.000000,         275.000000,         487.000000,           0.645133,           0.172995,           0.098459
         586.000000,         301.000000,         485.000000,           0.665130,           0.173009,           0.098447
         587.000000,         326.000000,         488.000000,           0.685133,           0.173090,           0.098449
         587.000000,         352.000000,         488.000000,           0.705136,           0.173149,           0.098490
         588.000000,         377.000000,         487.000000,           0.725151,           0.173216,           0.098541
         589.000000,         403.000000,         486.000000,           0.745145,           0.173257,           0.098576
         590.000000,         428.000000,         488.000000,           0.765144,           0.173305,           0.098564
         565.000000,         428.000000,         488.000000,           0.765188,           0.153343,           0.098446
         564.000000,         403.000000,         487.000000,           0.745205,           0.153237,           0.098370
         563.000000,         377.000000,         487.000000,           0.725203,           0.153145,           0.098318
         562.000000,         352.000000,         488.000000,           0.705210,           0.153055,           0.098210
         561.000000,         327.000000,         487.000000,           0.685212,           0.152924,           0.098080
         561.000000,         301.000000,         487.000000,           0.665216,           0.152834,           0.098051
         560.000000,         276.000000,         489.000000,           0.645212,           0.152758,           0.097949
         559.000000,         251.000000,         491.000000,           0.625223,           0.152712,           0.097857
         558.000000,         225.000000,         491.000000,           0.605237,           0.152642,           0.097786
         558.000000,         200.000000,         491.000000,           0.585236,           0.152590,           0.097738
         557.000000,         175.000000,         491.000000,           0.565242,           0.152491,           0.097653
         557.000000,         150.000000,         491.000000,           0.545279,           0.152431,           0.097638
         556.000000,         125.000000,         492.000000,           0.525282,           0.152374,           0.097570
         555.000000,         100.000000,         493.000000,           0.505285,           0.152307,           0.097515
         554.000000,          76.000000,         496.000000,           0.485309,           0.152266,           0.097487
         554.000000,          51.000000,         498.000000,           0.465312,           0.152224,           0.097426
         553.000000,          27.000000,         501.000000,           0.445321,           0.152223,           0.097376
         528.000000,          27.000000,         496.000000,           0.445339,           0.132228,           0.097315
         528.000000,          52.000000,         498.000000,           0.465333,           0.132223,           0.097315
         529.000000,          76.000000,         497.000000,           0.485352,           0.132270,           0.097343
         530.000000,         101.000000,         496.000000,           0.505354,           0.132292,           0.097379
         530.000000,         126.000000,         493.000000,           0.525331,           0.132312,           0.097388
         531.000000,         151.000000,         492.000000,           0.545345,           0.132347,           0.097482
         531.000000,         176.000000,         493.000000,           0.565362,           0.132390,           0.097485
         532.000000,         201.000000,         493.000000,           0.585381,           0.132426,           0.097517
         532.000000,         226.000000,         492.000000,           0.605382,           0.132487,           0.097606
         533.000000,         251.000000,         492.000000,           0.625410,           0.132547,           0.097701
         534.000000,         276.000000,         491.000000,           0.645393,           0.132628,           0.097715
         535.000000,         302.000000,         490.000000,           0.665359,           0.132668,           0.097691
         536.000000,         327.000000,         488.000000,           0.685363,           0.132777,           0.097761
         537.000000,         352.000000,         488.000000,           0.705374,           0.132834,           0.097830
         537.000000,         378.000000,         487.000000,           0.725373,           0.132958,           0.097892
         538.000000,         403.000000,         488.000000,           0.745361,           0.133046,           0.097869
         539.000000,         429.000000,         487.000000,           0.765383,           0.133077,           0.097879
         514.000000,         429.000000,         486.000000,           0.765406,           0.113154,           0.097834
         513.000000,         403.000000,         489.000000,           0.745392,           0.113057,           0.097751
         512.000000,         378.000000,         488.000000,           0.725395,           0.112950,           0.097648
         511.000000,         352.000000,         489.000000,           0.705396,           0.112839,           0.097526
         510.000000,         327.000000,         490.000000,           0.685408,           0.112755,           0.097454
         509.000000,         302.000000,         491.000000,           0.665418,           0.112685,           0.097423
         508.000000,         276.000000,         492.000000,           0.645410,           0.112611,           0.097363
         507.000000,         251.000000,         493.000000,           0.625414,           0.112557,           0.097316
         507.000000,         226.000000,         494.000000,           0.605397,           0.112533,           0.097207
         506.000000,         202.000000,         494.000000,           0.585410,           0.112482,           0.097166
         506.000000,         177.000000,         493.000000,           0.565400,           0.112411,           0.097059
         505.000000,         152.000000,         494.000000,           0.545403,           0.112354,           0.096969
         505.000000,         127.000000,         495.000000,           0.525416,           0.112300,           0.096896
         504.000000,         102.000000,         496.000000,           0.505431,           0.112255,           0.096825
         504.000000,          77.000000,         495.000000,           0.485434,           0.112232,           0.096790
         503.000000,          52.000000,         498.000000,           0.465441,           0.112207,           0.096774
         503.000000,          28.000000,         498.000000,           0.445448,           0.112206,           0.096743
         478.000000,          29.000000,         497.000000,           0.445509,           0.092266,           0.096693
         478.000000,          53.000000,         498.000000,           0.465517,           0.092275,           0.096702
         478.000000,          78.000000,         499.000000,           0.485532,           0.092300,           0.096746
         479.000000,         102.000000,         498.000000,           0.505524,           0.092308,           0.096750
         479.000000,         127.000000,         497.000000,           0.525529,           0.092344,           0.096781
         480.000000,         152.000000,         494.000000,           0.545507,           0.092378,           0.096780
         480.000000,         177.000000,         496.000000,           0.565516,           0.092396,           0.096844
         481.000000,         202.000000,         496.000000,           0.585509,           0.092421,           0.096926
         481.000000,         227.000000,         495.000000,           0.605494,           0.092496,           0.096987
         482.000000,         252.000000,         493.000000,           0.625515,           0.092566,           0.097007
         483.000000,         277.000000,         493.000000,           0.645510,           0.092629,           0.097004
         484.000000,         302.000000,         492.000000,           0.665502,           0.092672,           0.097016
         485.000000,         327.000000,         491.000000,           0.685510,           0.092767,           0.097070
         486.000000,         352.000000,         491.000000,           0.705518,           0.092864,           0.097157
         487.000000,         378.000000,         491.000000,           0.725540,           0.092917,           0.097272
         488.000000,         403.000000,         488.000000,           0.745565,           0.092993,           0.097385
         489.000000,         429.000000,         487.000000,           0.765605,           0.093041,           0.097462
         463.000000,         429.000000,         489.000000,           0.765625,           0.073042,           0.097376
         462.000000,         403.000000,         489.000000,           0.745625,           0.072947,           0.097356
         461.000000,         378.000000,         491.000000,           0.725603,           0.072847,           0.097240
         460.000000,         353.000000,         490.000000,           0.705613,           0.072750,           0.097170
         460.000000,         327.000000,         492.000000,           0.685619,           0.072650,           0.097132
         459.000000,         302.000000,         493.000000,           0.665616,           0.072575,           0.097064
         458.000000,         277.000000,         492.000000,           0.645610,           0.072482,           0.097057
         457.000000,         252.000000,         494.000000,           0.625609,           0.072386,           0.097024
         457.000000,         227.000000,         496.000000,           0.605621,           0.072344,           0.096951
         456.000000,         202.000000,         494.000000,           0.585603,           0.072223,           0.096833
         455.000000,         178.000000,         496.000000,           0.565612,           0.072162,           0.096773
         455.000000,         153.000000,         497.000000,           0.545591,           0.072088,           0.096663
         454.000000,         128.000000,         497.000000,           0.525598,           0.072050,           0.096622
         453.000000,         103.000000,         497.000000,           0.505613,           0.072045,           0.096594
         453.000000,          79.000000,         499.000000,           0.485598,           0.072027,           0.096539
         453.000000,          54.000000,         498.000000,           0.465596,           0.072003,           0.096480
         452.000000,          29.000000,         500.000000,           0.445605,           0.071977,           0.096435
         427.000000,          30.000000,         499.000000,           0.445685,           0.052033,           0.096438
         428.000000,          55.000000,         498.000000,           0.465696,           0.052054,           0.096486
         428.000000,          79.000000,         499.000000,           0.485715,           0.052100,           0.096539
         429.000000,         104.000000,         500.000000,           0.505700,           0.052117,           0.096563
         429.000000,         128.000000,         498.000000,           0.525726,           0.052193,           0.096629
         430.000000,         153.000000,         496.000000,           0.545745,           0.052218,           0.096675
         431.000000,         178.000000,         496.000000,           0.565760,           0.052277,           0.096703
         431.000000,         203.000000,         495.000000,           0.585762,           0.052306,           0.096727
         432.000000,         228.000000,         494.000000,           0.605781,           0.052384,           0.096809
         432.000000,         252.000000,         494.000000,           0.625806,           0.052460,           0.096892
         433.000000,         277.000000,         494.000000,           0.645824,           0.052511,           0.096973
         434.000000,         303.000000,         492.000000,           0.665847,           0.052579,           0.097048
         434.000000,         328.000000,         492.000000,           0.685874,           0.052618,           0.097040
         435.000000,         353.000000,         491.000000,           0.705884,           0.052657,           0.097010
         436.000000,         378.000000,         490.000000,           0.725894,           0.052712,           0.097041
         436.000000,         404.000000,         492.000000,           0.745898,           0.052811,           0.097076
         437.000000,         430.000000,         489.000000,           0.765891,           0.052925,           0.097115
         412.000000,         430.000000,         490.000000,           0.765908,           0.032937,           0.097078
         411.000000,         404.000000,         489.000000,           0.745912,           0.032820,           0.097074
         410.000000,         378.000000,         491.000000,           0.725877,           0.032743,           0.096988
         410.000000,         353.000000,         492.000000,           0.705864,           0.032660,           0.096901
         409.000000,         328.000000,         493.000000,           0.685851,           0.032586,           0.096800
         408.000000,         303.000000,         491.000000,           0.665840,           0.032502,           0.096731
         408.000000,         278.000000,         493.000000,           0.645845,           0.032429,           0.096693
         407.000000,         253.000000,         494.000000,           0.625835,           0.032341,           0.096614
         407.000000,         228.000000,         493.000000,           0.605814,           0.032297,           0.096515
         406.000000,         203.000000,         495.000000,           0.585805,           0.032260,           0.096441
         406.000000,         179.000000,         494.000000,           0.565809,           0.032210,           0.096383
         405.000000,         154.000000,         498.000000,           0.545788,           0.032153,           0.096322
         405.000000,         129.000000,         498.000000,           0.525783,           0.032116,           0.096260
         404.000000,         104.000000,         499.000000,           0.505773,           0.032037,           0.096203
         404.000000,          80.000000,         498.000000,           0.485778,           0.032000,           0.096161
         403.000000,          55.000000,         500.000000,           0.465758,           0.031971,           0.096105
         403.000000,          31.000000,         499.000000,           0.445744,           0.031940,           0.096040
         378.000000,          31.000000,         501.000000,           0.445803,           0.012002,           0.096059
         379.000000,          56.000000,         500.000000,           0.465823,           0.012012,           0.096092
         379.000000,          80.000000,         499.000000,           0.485809,           0.012066,           0.096049
         379.000000,         105.000000,         499.000000,           0.505851,           0.012123,           0.096136
         380.000000,         130.000000,         497.000000,           0.525868,           0.012138,           0.096151
         380.000000,         154.000000,         496.000000,           0.545870,           0.012158,           0.096170
         381.000000,         179.000000,         495.000000,           0.565896,           0.012193,           0.096176
         381.000000,         204.000000,         494.000000,           0.585943,           0.012232,           0.096271
         382.000000,         229.000000,         493.000000,           0.605957,           0.012309,           0.096310
         382.000000,         253.000000,         492.000000,           0.625978,           0.012342,           0.096353
         383.000000,         278.000000,         494.000000,           0.645992,           0.012375,           0.096393
         383.000000,         303.000000,         492.000000,           0.665997,           0.012426,           0.096440
         384.000000,         328.000000,         492.000000,           0.686015,           0.012521,           0.096474
         384.000000,         353.000000,         492.000000,           0.706041,           0.012587,           0.096480
         385.000000,         379.000000,         492.000000,           0.726057,           0.012665,           0.096529
         385.000000,         404.000000,         491.000000,           0.746088,           0.012759,           0.096639
         386.000000,         430.000000,         491.000000,           0.766099,           0.012850,           0.096706
         361.000000,         430.000000,         491.000000,           0.766094,          -0.007070,           0.096661
         360.000000,         404.000000,         493.000000,           0.746056,          -0.007180,           0.096576
         360.000000,         379.000000,         493.000000,           0.726032,          -0.007253,           0.096492
         359.000000,         354.000000,         492.000000,           0.705985,          -0.007320,           0.096405
         359.000000,         329.000000,         494.000000,           0.685961,          -0.007421,           0.096370
         358.000000,         303.000000,         494.000000,           0.665941,          -0.007502,           0.096305
         358.000000,         278.000000,         493.000000,           0.645943,          -0.007566,           0.096224
         357.000000,         254.000000,         495.000000,           0.625953,          -0.007684,           0.096203
         357.000000,         229.000000,         494.000000,           0.605945,          -0.007746,           0.096139
         356.000000,         204.000000,         495.000000,           0.585922,          -0.007799,           0.096018
         356.000000,         180.000000,         496.000000,           0.565905,          -0.007866,           0.095909
         355.000000,         155.000000,         499.000000,           0.545889,          -0.007946,           0.095833
         355.000000,         130.000000,         499.000000,           0.525893,          -0.007977,           0.095776
         355.000000,         106.000000,         499.000000,           0.505866,          -0.008028,           0.095685
         354.000000,          81.000000,         501.000000,           0.485820,          -0.008093,           0.095593
         354.000000,          57.000000,         502.000000,           0.465809,          -0.008129,           0.095528
         353.000000,          32.000000,         502.000000,           0.445813,          -0.008170,           0.095486
         329.000000,          32.000000,         502.000000,           0.445778,          -0.028139,           0.095478
         329.000000,          57.000000,         502.000000,           0.465824,          -0.028098,           0.095558
         329.000000,          82.000000,         499.000000,           0.485853,          -0.028034,           0.095611
         330.000000,         106.000000,         501.000000,           0.505903,          -0.027974,           0.095657
         330.000000,         131.000000,         499.000000,           0.525950,          -0.027887,           0.095737
         331.000000,         155.000000,         497.000000,           0.545944,          -0.027859,           0.095767
         331.000000,         180.000000,         496.000000,           0.565974,          -0.027807,           0.095843
         331.000000,         205.000000,         498.000000,           0.586018,          -0.027737,           0.095904
         332.000000,         229.000000,         496.000000,           0.606050,          -0.027687,           0.095978
         332.000000,         254.000000,         494.000000,           0.626085,          -0.027606,           0.096030
         333.000000,         279.000000,         495.000000,           0.646092,          -0.027576,           0.096069
         333.000000,         304.000000,         495.000000,           0.666096,          -0.027493,           0.096077
         334.000000,         329.000000,         493.000000,           0.686108,          -0.027431,           0.096071
         334.000000,         354.000000,         493.000000,           0.706131,          -0.027356,           0.096099
         335.000000,         379.000000,         493.000000,           0.726151,          -0.027267,           0.096090
         335.000000,         405.000000,         493.000000,           0.746187,          -0.027238,           0.096183
         336.000000,         430.000000,         492.000000,           0.766216,          -0.027179,           0.096222
         311.000000,         431.000000,         492.000000,           0.766175,          -0.047138,           0.096172
         310.000000,         405.000000,         492.000000,           0.746153,          -0.047181,           0.096096
         310.000000,         379.000000,         493.000000,           0.726152,          -0.047179,           0.095983
         309.000000,         354.000000,         495.000000,           0.706114,          -0.047244,           0.095894
         309.000000,         329.000000,         496.000000,           0.686072,          -0.047352,           0.095814
         309.000000,         304.000000,         497.000000,           0.666039,          -0.047439,           0.095757
         308.000000,         279.000000,         496.000000,           0.646036,          -0.047487,           0.095742
         308.000000,         254.000000,         498.000000,           0.626025,          -0.047558,           0.095707
         307.000000,         230.000000,         498.000000,           0.605997,          -0.047644,           0.095640
         307.000000,         205.000000,         498.000000,           0.585941,          -0.047713,           0.095505
         306.000000,         180.000000,         500.000000,           0.565933,          -0.047734,           0.095421
         306.000000,         156.000000,         500.000000,           0.545915,          -0.047797,           0.095312
         306.000000,         131.000000,         500.000000,           0.525867,          -0.047847,           0.095204
         305.000000,         107.000000,         501.000000,           0.505853,          -0.047855,           0.095129
         305.000000,          82.000000,         503.000000,           0.485830,          -0.047902,           0.095056
         304.000000,          58.000000,         502.000000,           0.465764,          -0.047986,           0.094952
         304.000000,          33.000000,         503.000000,           0.445736,          -0.048046,           0.094868
         279.000000,          33.000000,         506.000000,           0.445703,          -0.068056,           0.094904
         280.000000,          58.000000,         502.000000,           0.465724,          -0.068017,           0.094947
         280.000000,          82.000000,         502.000000,           0.485772,          -0.067957,           0.095036
         281.000000,         107.000000,         500.000000,           0.505779,          -0.067885,           0.095056
         281.000000,         131.000000,         502.000000,           0.525825,          -0.067810,           0.095129
         281.000000,         156.000000,         500.000000,           0.545849,          -0.067742,           0.095132
         282.000000,         181.000000,         500.000000,           0.565863,          -0.067719,           0.095192
         282.000000,         205.000000,         501.000000,           0.585898,          -0.067669,           0.095266
         282.000000,         230.000000,         499.000000,           0.605913,          -0.067640,           0.095307
         283.000000,         255.000000,         499.000000,           0.625940,          -0.067567,           0.095371
         283.000000,         279.000000,         498.000000,           0.645940,          -0.067538,           0.095362
         284.000000,         304.000000,         497.000000,           0.665948,          -0.067531,           0.095357
         284.000000,         329.000000,         496.000000,           0.685970,          -0.067464,           0.095394
         284.000000,         354.000000,         495.000000,           0.706000,          -0.067424,           0.095458
         285.000000,         379.000000,         493.000000,           0.726031,          -0.067383,           0.095518
         285.000000,         405.000000,         494.000000,           0.746065,          -0.067320,           0.095606
         285.000000,         431.000000,         491.000000,           0.766089,          -0.067268,           0.095567
         260.000000,         431.000000,         492.000000,           0.766042,          -0.087180,           0.095545
         260.000000,         405.000000,         494.000000,           0.746020,          -0.087213,           0.095581
         260.000000,         380.000000,         494.000000,           0.726019,          -0.087218,           0.095534
         259.000000,         355.000000,         496.000000,           0.706018,          -0.087256,           0.095519
         259.000000,         330.000000,         496.000000,           0.685985,          -0.087290,           0.095430
         259.000000,         305.000000,         498.000000,           0.665986,          -0.087306,           0.095370
         258.000000,         280.000000,         498.000000,           0.645949,          -0.087359,           0.095305
         258.000000,         255.000000,         500.000000,           0.625921,          -0.087385,           0.095219
         258.000000,         230.000000,         500.000000,           0.605915,          -0.087433,           0.095234
         258.000000,         206.000000,         501.000000,           0.585877,          -0.087454,           0.095150
         257.000000,         181.000000,         501.000000,           0.565856,          -0.087483,           0.095108
         257.000000,         156.000000,         501.000000,           0.545853,          -0.087510,           0.095054
         257.000000,         132.000000,         501.000000,           0.525829,          -0.087528,           0.094957
         256.000000,         107.000000,         502.000000,           0.505824,          -0.087557,           0.094947
         256.000000,          83.000000,         501.000000,           0.485796,          -0.087605,           0.094874
         256.000000,          58.000000,         504.000000,           0.465776,          -0.087668,           0.094799
         255.000000,          34.000000,         502.000000,           0.445767,          -0.087711,           0.094734
         230.000000,          34.000000,         502.000000,           0.445726,          -0.107751,           0.094767
         231.000000,          58.000000,         503.000000,           0.465750,          -0.107739,           0.094812
         231.000000,          83.000000,         502.000000,           0.485784,          -0.107726,           0.094830
         231.000000,         107.000000,         501.000000,           0.505786,          -0.107740,           0.094882
         232.000000,         132.000000,         501.000000,           0.525787,          -0.107740,           0.094895
         232.000000,         157.000000,         500.000000,           0.545773,          -0.107755,           0.094895
         232.000000,         181.000000,         501.000000,           0.565794,          -0.107776,           0.094981
         232.000000,         206.000000,         501.000000,           0.585809,          -0.107772,           0.095019
         233.000000,         230.000000,         500.000000,           0.605824,          -0.107794,           0.095044
         233.000000,         254.000000,         500.000000,           0.625824,          -0.107794,           0.095077
         233.000000,         280.000000,         499.000000,           0.645845,          -0.107818,           0.095107
         233.000000,         305.000000,         498.000000,           0.665864,          -0.107830,           0.095110
         233.000000,         330.000000,         498.000000,           0.685888,          -0.107844,           0.095194
         234.000000,         355.000000,         496.000000,           0.705933,          -0.107845,           0.095343
         234.000000,         380.000000,         493.000000,           0.725940,          -0.107856,           0.095390
         234.000000,         405.000000,         495.000000,           0.745988,          -0.107858,           0.095382
         234.000000,         431.000000,         494.000000,           0.765994,          -0.107876,           0.095333
         209.000000,         432.000000,         493.000000,           0.765975,          -0.127830,           0.095404
         209.000000,         406.000000,         493.000000,           0.745976,          -0.127779,           0.095348
         209.000000,         380.000000,         495.000000,           0.725945,          -0.127796,           0.095303
         209.000000,         355.000000,         497.000000,           0.705897,          -0.127805,           0.095216
         209.000000,         330.000000,         495.000000,           0.685884,          -0.127805,           0.095176
         208.000000,         305.000000,         496.000000,           0.665889,          -0.127834,           0.095091
         208.000000,         280.000000,         497.000000,           0.645896,          -0.127834,           0.095027
         208.000000,         255.000000,         498.000000,           0.625869,          -0.127830,           0.094916
         208.000000,         231.000000,         499.000000,           0.605849,          -0.127803,           0.094829
         208.000000,         206.000000,         500.000000,           0.585813,          -0.127778,           0.094756
         207.000000,         182.000000,         501.000000,           0.565796,          -0.127762,           0.094649
         207.000000,         157.000000,         499.000000,           0.545753,          -0.127771,           0.094552
         207.000000,         132.000000,         501.000000,           0.525751,          -0.127766,           0.094478
         207.000000,         108.000000,         503.000000,           0.505741,          -0.127731,           0.094399
         206.000000,          83.000000,         505.000000,           0.485710,          -0.127738,           0.094283
         206.000000,          59.000000,         505.000000,           0.465681,          -0.127712,           0.094201
         206.000000,          34.000000,         509.000000,           0.445684,          -0.127686,           0.094163
         181.000000,          34.000000,         506.000000,           0.445627,          -0.147726,           0.094120
         181.000000,          59.000000,         505.000000,           0.465649,          -0.147777,           0.094204
         182.000000,          83.000000,         506.000000,           0.485647,          -0.147819,           0.094243
         182.000000,         108.000000,         502.000000,           0.505654,          -0.147890,           0.094293
         182.000000,         132.000000,         502.000000,           0.525679,          -0.147940,           0.094377
         182.000000,         157.000000,         500.000000,           0.545696,          -0.147989,           0.094443
         183.000000,         182.000000,         499.000000,           0.565700,          -0.148050,           0.094513
         183.000000,         206.000000,         499.000000,           0.585696,          -0.148107,           0.094569
         183.000000,         231.000000,         500.000000,           0.605718,          -0.148144,           0.094663
         183.000000,         256.000000,         498.000000,           0.625723,          -0.148186,           0.094726
         183.000000,         280.000000,         496.000000,           0.645732,          -0.148266,           0.094783
         183.000000,         305.000000,         499.000000,           0.665733,          -0.148312,           0.094809
         183.000000,         330.000000,         497.000000,           0.685741,          -0.148377,           0.094876
         183.000000,         355.000000,         498.000000,           0.705754,          -0.148433,           0.094938
         183.000000,         380.000000,         496.000000,           0.725768,          -0.148480,           0.094960
         183.000000,         406.000000,         495.000000,           0.745798,          -0.148521,           0.095013
         183.000000,         431.000000,         494.000000,           0.765818,          -0.148584,           0.095113
         158.000000,         432.000000,         497.000000,           0.765795,          -0.168562,           0.095131
         158.000000,         406.000000,         497.000000,           0.745797,          -0.168521,           0.095116
         158.000000,         381.000000,         497.000000,           0.725767,          -0.168519,           0.094992
         158.000000,         356.000000,         497.000000,           0.705769,          -0.168466,           0.094920
         158.000000,         331.000000,         498.000000,           0.685762,          -0.168403,           0.094883
         158.000000,         306.000000,         496.000000,           0.665787,          -0.168355,           0.094879
         158.000000,         281.000000,         500.000000,           0.645792,          -0.168298,           0.094809
         158.000000,         256.000000,         498.000000,           0.625781,          -0.168286,           0.094741
         158.000000,         231.000000,         501.000000,           0.605747,          -0.168259,           0.094622
         158.000000,         207.000000,         501.000000,           0.585749,          -0.168200,           0.094630
         158.000000,         182.000000,         500.000000,           0.565751,          -0.168155,           0.094554
         158.000000,         158.000000,         501.000000,           0.545735,          -0.168134,           0.094453
         157.000000,         133.000000,         504.000000,           0.525728,          -0.168060,           0.094330
         157.000000,         109.000000,         507.000000,           0.505730,          -0.168039,           0.094290
         157.000000,          84.000000,         505.000000,           0.485739,          -0.167975,           0.094231
         157.000000,          59.000000,         507.000000,           0.465729,          -0.167954,           0.094183
         157.000000,          35.000000,         510.000000,           0.445733,          -0.167906,           0.094100
         132.000000,          35.000000,         506.000000,           0.445710,          -0.187903,           0.094065
         133.000000,          59.000000,         508.000000,           0.465719,          -0.187952,           0.094151
         133.000000,          84.000000,         508.000000,           0.485714,          -0.188031,           0.094200
         133.000000,         109.000000,         508.000000,           0.505725,          -0.188068,           0.094241
         133.000000,         133.000000,         505.000000,           0.525711,          -0.188124,           0.094300
         133.000000,         158.000000,         505.000000,           0.545701,          -0.188191,           0.094337
         133.000000,         182.000000,         503.000000,           0.565697,          -0.188247,           0.094390
